date,stock_id,pre_close,ref_price,value,kind,open_base,limit_up,limit_down,ex_div_ref
2016-07-19,1213,19.10,17.36,1.736364,權,17.35,19.05,15.65,17.36
2016-07-19,1303,64.70,61.40,3.300000,息,61.40,67.50,55.30,61.40
2016-07-19,1464,34.15,31.96,2.180986,息,31.95,35.15,28.80,31.96
2016-07-19,1905,9.76,9.16,0.600000,息,9.16,10.05,8.25,9.16
2016-07-19,2006,20.00,18.90,1.100000,息,18.90,20.75,17.05,18.90
2016-07-19,2029,24.20,23.20,1.000000,息,23.20,25.50,20.90,23.20
2016-07-19,2034,26.50,23.18,3.318182,權息,23.20,25.45,20.90,23.18
2016-07-19,2511,12.10,11.00,1.100000,息,11.00,12.10,9.90,11.00
2016-07-19,3032,39.25,37.25,2.000000,息,37.25,40.95,33.55,37.25
2016-07-19,3591,14.55,14.22,0.323791,息,14.20,15.60,12.80,14.22
2016-07-19,4915,44.75,42.64,2.100594,息,42.65,46.90,38.40,42.64
2016-07-19,6112,29.40,26.57,2.828572,權息,26.55,29.20,23.95,26.57
2016-07-19,9919,10.75,10.45,0.300000,息,10.45,11.45,9.41,10.45
