date,stock_id,pre_close,ref_price,value,kind,open_base,limit_up,limit_down
2015-07-07,1410,25.05,23.85,1.200000,息,23.85,26.20,21.50
2015-07-07,1444,9.98,9.48,0.500000,息,9.48,10.40,8.54
2015-07-07,1504,24.35,23.25,1.100000,息,23.25,25.55,20.95
2015-07-07,1507,58.70,55.70,3.000000,息,55.70,61.20,50.20
2015-07-07,1536,106.00,103.90,2.100000,息,104.00,114.00,93.60
2015-07-07,1702,64.90,62.80,2.100000,息,62.80,69.00,56.60
2015-07-07,1809,12.30,11.80,0.500000,息,11.80,12.95,10.65
2015-07-07,2501,16.90,15.90,1.000000,息,15.90,17.45,14.35
2015-07-07,2504,9.85,9.45,0.400000,息,9.45,10.35,8.51
2015-07-07,2832,22.70,21.80,0.900000,息,21.80,23.95,19.65
2015-07-07,3016,11.80,11.70,0.100000,息,11.70,12.85,10.55
2015-07-07,3028,19.00,17.30,1.699989,息,17.30,19.00,15.60
2015-07-07,4977,75.50,67.61,7.880952,權息,67.60,74.30,60.90
2015-07-07,6141,10.05,9.75,0.300000,息,9.75,10.70,8.78
2015-07-07,8016,102.00,97.50,4.500000,息,97.50,107.00,87.80
2015-07-07,8081,79.00,73.00,6.000000,息,73.00,80.30,65.70
2015-07-07,9904,42.25,40.75,1.500000,息,40.75,44.80,36.70
