date,stock_id,pre_close,ref_price,value,kind,open_base
2017-08-24,1103,10.90,10.70,0.200000,息,10.70
2017-08-24,1313,14.75,13.80,0.945122,權息,13.80
2017-08-24,1340,56.30,50.09,6.209091,權息,50.10
2017-08-24,1460,15.70,14.71,0.988462,權息,14.70
2017-08-24,1533,37.75,37.55,0.200000,息,37.55
2017-08-24,1541,53.80,50.50,3.300000,息,50.50
2017-08-24,1709,20.30,18.11,2.187176,權息,18.10
2017-08-24,2012,14.80,14.05,0.750000,息,14.05
2017-08-24,2023,13.80,12.64,1.158491,權息,12.65
2017-08-24,2239,157.00,152.50,4.500000,息,152.50
2017-08-24,2390,12.50,12.44,0.060000,息,12.45
2017-08-24,2441,50.70,47.95,2.750000,息,47.95
2017-08-24,2489,19.10,17.40,1.700000,息,17.40
2017-08-24,2516,6.50,6.25,0.250000,息,6.25
2017-08-24,2702,15.70,14.95,0.748077,權息,14.95
2017-08-24,4545,33.80,31.55,2.250000,息,31.55
2017-08-24,5269,333.00,312.26,20.737851,權息,312.50
2017-08-24,6142,8.75,8.19,0.560000,息,8.19
2017-08-24,6531,73.70,71.70,1.996438,息,71.70
2017-08-24,9921,152.00,147.00,5.000000,息,147.00
2017-08-24,9958,10.05,9.75,0.300000,息,9.75
