date,stock_id,pre_close,ref_price,value,kind,open_base,limit_up,limit_down,ex_div_ref
2023-07-17,1338,43.00,41.00,2.000000,息,41.00,45.10,36.90,41.00
2023-07-17,1402,32.30,30.95,1.350000,息,30.95,34.00,27.90,30.95
2023-07-17,1439,22.70,22.40,0.300000,息,22.40,24.60,20.20,22.40
2023-07-17,1503,162.50,160.50,2.000000,息,160.50,176.50,144.50,160.50
2023-07-17,1532,36.25,35.05,1.199990,息,35.05,38.55,31.55,35.05
2023-07-17,2945,41.60,40.87,0.730000,息,40.85,44.95,36.80,40.87
2023-07-17,3380,48.10,46.41,1.690000,息,46.40,51.00,41.80,46.41
2023-07-17,4935,57.00,53.00,4.000000,息,53.00,58.30,47.70,53.00
2023-07-17,4960,12.20,11.89,0.300266,息,11.90,13.05,10.75,11.89
2023-07-17,6205,67.10,64.10,2.999548,息,64.10,70.50,57.70,64.10
2023-07-17,6405,23.50,23.40,0.100000,息,23.40,25.70,21.10,23.40
2023-07-17,6416,98.00,94.40,3.600000,息,94.40,103.50,85.00,94.40
2023-07-17,6491,370.00,363.84,6.153846,權,370.00,407.00,327.50,370.00
2023-07-17,6689,133.00,130.20,2.800000,息,130.00,143.00,117.50,130.20
2023-07-17,6691,400.00,291.98,108.010233,權息,292.00,321.00,263.00,291.98
2023-07-17,6790,40.60,38.30,2.300000,息,38.30,42.10,34.50,38.30
2023-07-17,6873,115.00,111.00,4.000000,息,111.00,122.00,99.90,111.00
2023-07-17,8478,589.00,579.00,10.000000,息,579.00,636.00,522.00,579.00
2023-07-17,9918,42.70,41.70,1.000000,息,41.70,45.85,37.55,41.70
2023-07-17,9926,55.30,53.30,2.000000,息,53.30,58.60,48.00,53.30
