date,stock_id,pre_close,ref_price,value,kind,open_base
2025-07-10,00940,9.06,9.02,0.040000,息,9.02
2025-07-10,1110,18.70,18.40,0.300000,息,18.40
2025-07-10,1236,21.90,21.30,0.600000,息,21.30
2025-07-10,1307,36.45,33.75,2.700000,息,33.75
2025-07-10,1476,417.50,400.50,17.000000,息,400.50
2025-07-10,1723,91.20,86.70,4.500000,息,86.70
2025-07-10,2316,55.00,54.50,0.500000,息,54.50
2025-07-10,2356,44.00,42.30,1.700000,息,42.30
2025-07-10,2359,132.50,131.50,1.000000,息,131.50
2025-07-10,2449,106.00,102.00,4.000000,息,102.00
2025-07-10,2453,58.50,55.90,2.600000,息,55.90
2025-07-10,2481,47.00,45.60,1.400000,息,45.60
2025-07-10,2501,19.35,18.35,1.000000,息,18.35
2025-07-10,2616,14.90,14.60,0.300000,息,14.60
2025-07-10,2897,9.35,8.85,0.500000,息,8.85
2025-07-10,2897B,12.00,11.85,0.144590,息,11.85
2025-07-10,3028,33.90,31.80,2.100000,息,31.80
2025-07-10,3037,122.50,120.99,1.500045,息,121.00
2025-07-10,3044,252.50,242.20,10.300000,息,242.00
2025-07-10,3130,234.00,219.85,14.141208,息,220.00
2025-07-10,3588,44.80,42.74,2.050865,權息,42.75
2025-07-10,3652,27.65,27.05,0.600000,息,27.05
2025-07-10,4588,71.30,68.30,3.000000,息,68.30
2025-07-10,4771,179.00,173.47,5.522426,息,173.50
2025-07-10,4999,24.50,23.50,1.000000,息,23.50
2025-07-10,5292,156.00,137.72,18.272728,權息,137.50
2025-07-10,6164,10.90,10.40,0.500000,息,10.40
2025-07-10,6166,62.20,61.26,0.932779,息,61.30
2025-07-10,6197,159.00,152.00,7.000000,息,152.00
2025-07-10,6278,115.00,109.50,5.500000,息,109.50
2025-07-10,6409,1290.00,1246.99,43.004510,息,1245.00
2025-07-10,6605,193.00,184.00,9.000000,息,184.00
2025-07-10,6781,1040.00,1027.50,12.500000,息,1030.00
2025-07-10,8222,48.05,47.35,0.700000,息,47.35
2025-07-10,9905,23.15,21.95,1.200000,息,21.95
