date,stock_id,close,yield_pct,dividend_year,per,pbr,fs_quarter
2013-09-02,1101,,4.82,,18.70,1.43,
2013-09-02,1102,,5.04,,20.83,1.46,
2013-09-02,1103,,0.00,,,0.66,
2013-09-02,1104,,3.56,,15.59,0.95,
2013-09-02,1108,,0.00,,21.08,0.73,
2013-09-02,1109,,3.64,,26.13,0.73,
2013-09-02,1110,,0.65,,171.11,1.04,
2013-09-02,1201,,1.06,,32.53,3.56,
2013-09-02,1203,,1.33,,23.94,1.36,
2013-09-02,1210,,4.70,,20.12,1.18,
2013-09-02,1213,,0.00,,82.92,1.61,
2013-09-02,1215,,5.44,,9.80,0.82,
2013-09-02,1216,,3.70,,20.69,3.28,
2013-09-02,1217,,0.00,,124.00,0.93,
2013-09-02,1218,,0.00,,,1.39,
2013-09-02,1219,,2.01,,,1.25,
2013-09-02,1220,,4.04,,15.70,0.85,
2013-09-02,1225,,2.89,,33.72,1.11,
2013-09-02,1227,,3.99,,22.04,5.08,
2013-09-02,1229,,5.40,,12.07,0.85,
2013-09-02,1231,,4.87,,14.22,2.16,
2013-09-02,1232,,4.77,,17.16,3.28,
2013-09-02,1233,,5.07,,18.74,3.07,
2013-09-02,1234,,8.20,,2.17,0.88,
2013-09-02,1235,,0.00,,625.00,1.47,
2013-09-02,1236,,2.65,,12.25,1.99,
2013-09-02,1301,,2.13,,23.44,1.83,
2013-09-02,1303,,0.69,,26.85,1.75,
2013-09-02,1304,,4.95,,26.93,1.26,
2013-09-02,1305,,5.80,,8.85,1.26,
2013-09-02,1307,,6.43,,12.66,1.42,
2013-09-02,1308,,4.37,,22.45,1.20,
2013-09-02,1309,,0.00,,19.05,0.87,
2013-09-02,1310,,0.00,,46.54,1.94,
2013-09-02,1312,,4.89,,16.63,1.29,
2013-09-02,1313,,7.19,,17.16,0.87,
2013-09-02,1314,,3.56,,,1.01,
2013-09-02,1315,,3.51,,30.00,0.84,
2013-09-02,1316,,0.00,,,1.32,
2013-09-02,1319,,1.51,,20.54,1.45,
2013-09-02,1321,,0.00,,,1.39,
2013-09-02,1323,,2.97,,15.58,2.39,
2013-09-02,1324,,2.54,,20.19,1.19,
2013-09-02,1325,,2.43,,22.56,1.05,
2013-09-02,1326,,1.22,,19.95,1.74,
2013-09-02,1337,,6.10,,10.54,1.77,
2013-09-02,1338,,3.50,,21.00,1.14,
2013-09-02,1339,,3.76,,12.24,1.67,
2013-09-02,1402,,4.72,,25.44,1.47,
2013-09-02,1409,,3.26,,15.84,0.70,
2013-09-02,1410,,5.74,,18.02,1.48,
2013-09-02,1413,,0.00,,,0.67,
2013-09-02,1414,,4.11,,14.68,0.64,
2013-09-02,1416,,6.33,,65.83,0.94,
2013-09-02,1417,,5.88,,,0.74,
2013-09-02,1418,,0.00,,,0.77,
2013-09-02,1419,,1.30,,42.72,1.63,
2013-09-02,1423,,0.00,,,0.47,
2013-09-02,1432,,15.33,,4.07,1.55,
2013-09-02,1434,,3.68,,18.22,0.94,
2013-09-02,1435,,0.00,,,0.80,
2013-09-02,1436,,0.00,,82.27,1.59,
2013-09-02,1437,,0.00,,,0.60,
2013-09-02,1438,,0.00,,24.55,1.06,
2013-09-02,1439,,3.36,,,0.66,
2013-09-02,1440,,2.01,,19.42,0.95,
2013-09-02,1441,,2.18,,45.85,0.74,
2013-09-02,1442,,3.33,,6.91,1.77,
2013-09-02,1443,,0.00,,,0.53,
2013-09-02,1444,,5.88,,7.56,0.84,
2013-09-02,1445,,3.87,,24.22,0.57,
2013-09-02,1446,,1.01,,,2.10,
2013-09-02,1447,,0.00,,7.10,0.85,
2013-09-02,1449,,0.00,,,4.34,
2013-09-02,1451,,5.04,,18.97,1.14,
2013-09-02,1452,,5.31,,12.89,0.63,
2013-09-02,1453,,5.69,,6.06,0.83,
2013-09-02,1454,,2.75,,121.33,0.61,
2013-09-02,1455,,0.00,,19.00,0.78,
2013-09-02,1456,,0.00,,,11.00,
2013-09-02,1457,,0.00,,,0.55,
2013-09-02,1459,,1.22,,,0.71,
2013-09-02,1460,,0.00,,29.63,0.80,
