kind,r,param,cagr,mdd,vol,expo
mbar,0,1.0547445255474452,0.2217346402775986,-0.4223025388327576,0.25952117430106436,0.8761740180158322
mbar,1,1.0579710144927537,0.20444407962711542,-0.4017841054343098,0.2662659414355246,0.8736476709513075
mbar,2,1.0471014492753623,0.2777257131599762,-0.49711839550544973,0.27250416223777413,0.8717677562598162
mbar,3,1.0471014492753623,0.2427197944292172,-0.42932872641839065,0.27618030538704647,0.8733292159041506
mbar,4,1.0364963503649636,0.33339426475858325,-0.41277750317425077,0.2606980525825985,0.8742194817303452
mbar,5,1.0579710144927537,0.2604311351357502,-0.488400931233856,0.27388861663694675,0.8768284867910212
mbar,6,1.0471014492753623,0.18830398921276936,-0.4079558156222175,0.25752781407800723,0.8730509352193946
mbar,7,1.039855072463768,0.2601371416934837,-0.4377516635173884,0.2761003179033387,0.8805238611109446
mbar,8,1.0401459854014599,0.4421985655417613,-0.5595921019976708,0.29251385071027064,0.87610627984606
mbar,9,1.0579710144927537,0.3666472031830348,-0.4242964660605247,0.281552204392131,0.8815495056221637
mbar,10,1.0434782608695652,0.1724427604725478,-0.44775932930536083,0.2603164793325761,0.8787811392720086
mbar,11,1.0543478260869565,0.27937782166273695,-0.47537914619451505,0.2954267752151564,0.8868071892962818
mbar,12,1.0289855072463767,0.3111084855351276,-0.4190271367975185,0.27541254501302087,0.8753313767879066
mbar,13,1.0543478260869565,0.28254314028151284,-0.36938680181071915,0.2744929315239225,0.8789495375374542
mbar,14,1.039855072463768,0.2499747449229539,-0.4829272226155045,0.2712839100109126,0.8749203341997286
mbar,15,1.0471014492753623,0.3475403328191369,-0.43704604219678417,0.27344776329800935,0.8785355397094675
mbar,16,1.0434782608695652,0.19910408855122674,-0.3571870196539507,0.26469180631594075,0.8808303322746691
mbar,17,1.0326086956521738,0.17539680565233984,-0.42536734659738235,0.2698345094349685,0.8746922055923334
mbar,18,1.036231884057971,0.3382028504381094,-0.39484085841331595,0.277126772978987,0.8805650719312933
mbar,19,1.039855072463768,0.3524957847735437,-0.38168049066876614,0.2807178272119189,0.8730441107754158
