date,stock_id,name,market,halt_since,rule,reason
2026-09-11,1589,永冠-KY,twse,2026-04-07,第50-3條第1項第1、7款,1.永冠-KY未依規定期限辦理114年度財務報告之公告申報；
2.永冠-KY未依規定期限辦理115年第1季財務報告之公告申報，併案停止買
賣；
3.永冠-KY無法如期償還債權人要求贖回之中華民國境內第四次無擔保轉換
公司債(代號：15894)且屆滿3個月仍未償還債務或與債權人達成和解協
議，併案停止買賣；
4.永冠-KY未依規定期限辦理115年第2季財務報告之公告申報，併案停止買
賣。
