date,stock_id,foreign,trust,dealer,total,dealer_self,dealer_hedge
2024-05-28,0050,-1244471,222000,796403,-226068,69000,727403
2024-05-28,0051,3020,0,955,3975,0,955
2024-05-28,0052,-86000,0,-65329,-151329,0,-65329
2024-05-28,0053,2000,0,-9891,-7891,0,-9891
2024-05-28,0055,-32000,0,108070,76070,0,108070
2024-05-28,0056,-3399147,0,-408447,-3807594,-611000,202553
2024-05-28,0057,0,0,-3117,-3117,0,-3117
2024-05-28,0061,-1000,0,-51724,-52724,0,-51724
2024-05-28,006203,0,0,-2000,-2000,0,-2000
2024-05-28,006204,0,0,-957,-957,0,-957
2024-05-28,006205,-137000,0,18111,-118889,10000,8111
2024-05-28,006206,-16000,0,-50200,-66200,0,-50200
2024-05-28,006207,-67000,0,-101296,-168296,0,-101296
2024-05-28,006208,-219793,0,-1644850,-1864643,-81000,-1563850
2024-05-28,00631L,-10000,0,-280116,-290116,0,-280116
2024-05-28,00632R,119000,0,-7410000,-7291000,200000,-7610000
2024-05-28,00633L,561000,0,-999591,-438591,0,-999591
2024-05-28,00634R,0,0,1000,1000,0,1000
2024-05-28,00635U,1000,0,-210367,-209367,0,-210367
2024-05-28,00636,-104000,0,-486283,-590283,0,-486283
2024-05-28,00636K,0,0,0,0,0,0
2024-05-28,00637L,-1638000,0,-3318938,-4956938,5000,-3323938
2024-05-28,00638R,0,0,42000,42000,0,42000
2024-05-28,00639,-15000,0,-89487,-104487,-91000,1513
2024-05-28,00640L,-2000,0,229000,227000,0,229000
2024-05-28,00641R,0,0,53000,53000,0,53000
2024-05-28,00642U,65000,0,756331,821331,0,756331
2024-05-28,00643,-199000,0,26852,-172148,20000,6852
2024-05-28,00645,25000,0,199000,224000,0,199000
2024-05-28,00646,-34791,0,1506578,1471787,0,1506578
2024-05-28,00647L,82000,0,-94000,-12000,0,-94000
2024-05-28,00648R,110000,0,-121000,-11000,0,-121000
2024-05-28,00650L,-1968000,0,-9044913,-11012913,0,-9044913
2024-05-28,00651R,-47000,0,-17050,-64050,0,-17050
2024-05-28,00652,6000,0,59000,65000,0,59000
2024-05-28,00653L,14000,0,134150,148150,0,134150
2024-05-28,00654R,0,0,37000,37000,0,37000
2024-05-28,00655L,13000,0,-604939,-591939,0,-604939
2024-05-28,00656R,0,0,102000,102000,0,102000
2024-05-28,00657,-11000,0,-54196,-65196,0,-54196
2024-05-28,00657K,0,0,0,0,0,0
2024-05-28,00660,0,0,2000,2000,0,2000
2024-05-28,00661,10000,0,38642,48642,0,38642
