r,arm,rep,cagr,mdd,turn_n,turn_sum,cost_sum,w_mean,eq_sha,trough_i
0,R_eq,-1,0.27771838130045956,-0.31894241647200333,113,9.708715589176439,0.05679598619668218,0.4131862044082887,3b3b3db605c58c1b3b8fbbdaafdbfb76abe133b16f0a18609afd2f3828e6e7ed,747
0,R_tv,-1,0.30127429510864534,-0.34323800880091954,106,24.063592601240664,0.1407720167172579,0.6921873909897704,9170f20ff82e770417fb1c204656e42a2240f413ccb5c7701b96e9f3d8e081de,747
0,R_rp,-1,0.2777183813004498,-0.3189424164719795,113,9.708715589184306,0.05679598619672818,0.4131862044082802,21c66b950cb69662053dc8e37830def1abb110a723c4c6ae0a85d7939eecb2ce,747
0,W_fix,-1,0.2784919596054656,-0.32795599640652756,113,5.205129118638069,0.0304500053440327,0.5,edc47736f34ce68875a72e0af88c08a01400c23c02dcd657853db2ab4cce9b06,747
0,W0,-1,0.24020209886370614,-0.3395700527611012,0,0.0,0.0,0.0,401d3f8598aaba7198d25dc3f74378cffbb9090d2e7557ae540a7356cc826d46,1386
0,W1,-1,0.29870900754219387,-0.4365922732834437,0,0.0,0.0,1.0,82d117bdfd9ad9694664da7cf1507dea5525a66ee363a33f2e9ee256fe954bcb,413
0,W_shuf,0,0.2756381272925903,-0.3146826642691685,113,29.287390779040273,0.1713312360573856,0.41288918694877025,36c296aef99e3ac4a884df8c2ac87483d56bcc9b09da9067ffa30bba7bd75f9c,747
0,W_shuf,1,0.27282896947950697,-0.31858683132063276,113,27.844604442679667,0.16289093598967605,0.4154744518226784,735843abd4f145a8124e507710535fdf8726ea074b2aa95bc7078082fb9fa8fd,747
0,W_shuf,2,0.2670017245937917,-0.32428007125546193,113,26.61517146655574,0.1556987530793511,0.4134231640900346,5d43fe51e125dae65ca2814c0ab3d3f19ad469902ceae14ede3759440a844094,747
0,W_shuf,3,0.2735440506853817,-0.3124201695597819,113,26.808798127093127,0.1568314690434948,0.4127352432288972,8159b84b2a941a80b4f047ae9703a8049181e71458cde06cfcc537cbbbb5dce7,747
0,W_shuf,4,0.276599719114365,-0.32418789806425835,113,29.621343629407892,0.17328486023203618,0.41357116748660583,23ffd2663111e6fd29973bd82b850b69fb5a9e7bde4ccb56e6cc8cefa431e6ad,747
0,W_shuf,5,0.26468171127841433,-0.31374555346440325,113,27.291779967183956,0.15965691280802616,0.41470521912065744,811a46dc92db5bad51801f0f8e99d1c826b140868c7d799c44e6ba0c1e0d67b7,747
0,W_shuf,6,0.2620878694656099,-0.32273647145623036,113,26.414176491554358,0.154522932475593,0.4137159678798463,0c57f1bc704fb9d8f9e5da4c272594f7e73a4f00385b1ad0d2cb3506febadf8a,1386
0,W_shuf,7,0.27478737157130606,-0.3293562176137763,113,31.250533091416706,0.1828156185847877,0.41214306350671,37f6efc811d513c841785e49ceea5dbc51badc9f8db1c1a499fdeb22e195cdfb,747
0,W_shuf,8,0.27227601691410785,-0.3203681700922349,113,25.435255429289022,0.1487962442613408,0.4133289874362486,3e5bec090a0f2e5a2ef60fac5bbc7e7988884eeae23a7a15bf5c16ebc20fda2e,747
0,W_shuf,9,0.26390806649175147,-0.3176280080406843,113,25.993988815475607,0.1520648345705323,0.41344856384961937,efcdba66ca7c12cb970de7685bebc82c701ee4252d972e545a57032ad9c55c22,747
0,W_shuf,10,0.2561899083057,-0.3187744113233351,113,20.416427374789265,0.11943610014251721,0.412562266351888,60f952014c5de7e182de84242ede5a97e744a55364e1ebed78ca68168d3f48c2,747
0,W_shuf,11,0.253968656746586,-0.3221803334171217,113,25.35087515848231,0.14830261967712155,0.41292258456787334,aae31449f005fc7050fed81ed3cedc430f7a340decdb275454a944093e72f057,747
0,W_shuf,12,0.26773909096341786,-0.32591115187100544,113,28.752602574573373,0.16820272506125422,0.41365502642741886,e4d3aae7acb6d05d58a4d5f495164ac01330107f716931729f5be6d6aa5ca8c0,747
0,W_shuf,13,0.25574743213243734,-0.3225130859175123,113,28.992538093294627,0.16960634784577355,0.4137107373727056,0ffc129935bfb23e1f2167211a99c7ac3afb8c755ad9b00312c4de8aa8b873f8,747
0,W_shuf,14,0.2686980616887227,-0.32470508465481845,113,25.70645045215397,0.15038273514510075,0.4135289659477562,700681f4b8fe08f655725f8c6176c66a76aa154bab8a5b8874e453c2f31e913b,747
0,W_shuf,15,0.26312023282450214,-0.31993979608108575,113,24.220324712648104,0.14168889956899142,0.4143469815668845,7061f604baf09691ecace23423d2dc8866bdea210d884a8f90198da8ce1ae2d6,747
0,W_shuf,16,0.25025544615316253,-0.3231513682983575,113,25.560446738461437,0.1495286134199994,0.4134661395532401,a500eaec3fcfdfd321840290087e8fd8981f548f0a7b593c4fccf11b1d0a6397,747
0,W_shuf,17,0.27497614848762053,-0.31542601245213564,113,27.77032817550299,0.1624564198266925,0.41369680705509015,472110e3f3f3c06490c0d27c08d328953dcc7121bf18567d85596f3d9182ef82,747
0,W_shuf,18,0.27081322594081225,-0.32485639039374203,113,26.490222186022056,0.15496779978822903,0.413129686264494,e48a7711821d4ac808d7fa3925605f1d402eb865f2098a1e66a2789cf49eb998,747
0,W_shuf,19,0.27630673640250447,-0.3133189941121672,113,29.669334307228162,0.17356560569728474,0.4131893891690617,c860387f6d92d5f187166267d3ced5f9a09316ad82eed9d5ef66bff82eae13e2,747
0,W_shuf,20,0.25630471190971815,-0.3118893963046305,113,21.200110183106965,0.12402064457117573,0.4127306233291223,c460f42c04594a91a2ad69c55392ca0eff1a77ea9082a25fcb6287c583bf6df1,747
