arm,2018,2020,2022,2025
R_eq,0,56,26,118
R_rp,0,56,26,118
R_tv,1,34,9,156
W0,0,0,200,0
W1,58,37,4,101
W_fix,0,86,25,89
W_shuf,0,2347,1108,2545
