date,stocks_traded,all_traded,collapse
2019-03-25,1669,1866,False
2019-03-26,1682,1879,False
2019-03-27,1675,1874,False
2019-03-28,1681,1882,False
2019-03-29,1680,1878,False
2019-04-01,1688,1888,False
2019-04-02,1687,1888,False
2019-04-03,1691,1893,False
2019-04-08,1687,1893,False
2019-04-09,1685,1887,False
2019-04-10,1687,1889,False
2019-04-11,1695,1901,False
2019-04-12,1686,1892,False
2019-04-15,1677,1882,False
2019-04-16,1681,1889,False
2019-04-17,1692,1898,False
2019-04-18,1693,1899,False
2019-04-19,1688,1891,False
2019-04-22,1683,1880,False
2019-04-23,1687,1893,False
2019-04-24,1677,1880,False
2019-04-25,1680,1885,False
2019-04-26,1678,1887,False
2019-04-29,1682,1890,False
2019-04-30,1681,1899,False
2019-05-02,1672,1888,False
2019-05-03,1678,1897,False
2019-05-06,1669,1890,False
2019-05-07,1680,1899,False
2019-05-08,1680,1900,False
2019-05-09,1684,1910,False
2019-05-10,1682,1904,False
2019-05-13,1684,1907,False
2019-05-14,1677,1898,False
2019-05-15,1676,1901,False
2019-05-16,1673,1897,False
2019-05-17,1674,1897,False
2019-05-20,1668,1887,False
2019-05-21,1677,1898,False
2019-05-22,1675,1895,False
2019-05-23,1665,1890,False
2019-05-24,1672,1894,False
2019-05-27,1669,1893,False
2019-05-28,1673,1899,False
2019-05-29,1670,1894,False
2019-05-30,1672,1894,False
2019-05-31,1680,1911,False
2019-06-03,1665,1893,False
2019-06-04,1672,1896,False
2019-06-05,1688,1915,False
2019-06-06,1676,1903,False
2019-06-10,1675,1901,False
2019-06-11,1685,1915,False
2019-06-12,1672,1901,False
2019-06-13,1674,1908,False
2019-06-14,1672,1905,False
2019-06-17,1680,1908,False
2019-06-18,1672,1901,False
2019-06-19,1682,1916,False
2019-06-20,1679,1912,False
2019-06-21,1685,1917,False
2019-06-24,1687,1921,False
2019-06-25,1681,1915,False
2019-06-26,1663,1894,False
2019-06-27,1685,1917,False
2019-06-28,1668,1897,False
2019-07-01,1685,1921,False
2019-07-02,1691,1920,False
2019-07-03,1681,1911,False
2019-07-04,1679,1908,False
2019-07-05,1686,1917,False
2019-07-08,1678,1915,False
2019-07-09,1672,1904,False
