sid,mk,date,prev,close,change,implied_div,adj_near
8476,twse,2018-12-06,18.05,17.9,0.0,0.15,False
8476,twse,2023-10-31,63.5,61.5,0.0,2.0,False
8931,tpex,2017-06-16,22.5,22.4,-0.05,0.05,False
8931,tpex,2018-07-30,23.15,23.0,-0.05,0.1,False
8931,tpex,2018-08-08,23.7,23.4,0.1,0.4,False
8931,tpex,2018-09-13,23.1,23.25,0.25,0.1,False
8931,tpex,2019-01-10,24.4,24.6,0.25,0.05,False
8931,tpex,2019-02-14,24.9,24.65,-0.15,0.1,False
8931,tpex,2019-09-11,25.85,25.85,0.05,0.05,False
8931,tpex,2019-09-16,25.85,25.7,-0.1,0.05,False
8931,tpex,2019-10-25,25.15,24.95,-0.15,0.05,False
8931,tpex,2025-07-09,53.0,52.9,0.0,0.1,False
8931,tpex,2026-08-25,40.95,41.0,0.15,0.1,False
910322,twse,2015-01-07,35.0,35.5,0.0,-0.5,False
910322,twse,2015-01-21,35.3,35.9,0.0,-0.6,False
910322,twse,2015-03-06,38.2,38.85,0.0,-0.65,False
910322,twse,2015-03-11,38.85,37.5,0.0,1.35,False
910322,twse,2015-06-12,30.5,31.0,0.0,-0.5,False
910322,twse,2015-06-18,31.0,30.3,0.0,0.7,False
910322,twse,2015-07-16,31.2,31.25,0.0,-0.05,False
910322,twse,2015-08-20,32.15,30.45,0.0,1.7,False
910322,twse,2015-09-22,25.8,25.65,0.0,0.15,False
910322,twse,2015-09-24,25.65,25.2,0.0,0.45,False
910322,twse,2015-10-02,24.9,26.3,0.0,-1.4,False
910322,twse,2015-10-30,28.5,27.5,0.0,1.0,False
910322,twse,2015-11-18,25.0,24.55,0.0,0.45,False
910322,twse,2015-11-25,24.1,24.45,0.0,-0.35,False
910322,twse,2015-12-28,22.9,22.85,0.0,0.05,False
910322,twse,2016-01-06,23.45,22.8,0.0,0.65,False
910322,twse,2016-01-12,21.6,21.0,0.0,0.6,False
910322,twse,2016-01-18,20.85,19.65,0.0,1.2,False
910322,twse,2016-01-27,20.4,18.8,0.0,1.6,False
910322,twse,2016-05-20,17.9,17.5,0.0,0.4,False
910322,twse,2016-09-12,16.75,17.3,0.0,-0.55,False
910322,twse,2016-11-17,18.45,18.3,0.0,0.15,False
910322,twse,2016-12-08,18.85,19.1,0.0,-0.25,False
910322,twse,2017-02-14,18.2,17.75,0.0,0.45,False
910322,twse,2017-02-21,17.05,17.3,0.0,-0.25,False
910322,twse,2017-03-16,17.1,17.25,0.0,-0.15,False
910322,twse,2017-03-28,17.9,18.25,0.0,-0.35,False
910322,twse,2017-04-05,19.2,19.85,0.0,-0.65,False
910322,twse,2017-04-17,20.0,19.35,0.0,0.65,False
910322,twse,2017-04-25,19.45,19.5,0.0,-0.05,False
910322,twse,2017-05-04,18.95,18.8,0.0,0.15,False
910322,twse,2017-05-18,19.05,18.8,0.0,0.25,False
910322,twse,2017-05-23,18.8,18.0,0.0,0.8,False
910322,twse,2017-06-02,18.2,18.4,0.0,-0.2,False
910322,twse,2017-06-26,17.7,17.65,0.0,0.05,False
910322,twse,2017-09-06,20.15,20.85,0.0,-0.7,False
910322,twse,2017-10-02,22.55,22.7,0.0,-0.15,False
910322,twse,2017-10-06,23.3,22.7,0.0,0.6,False
910322,twse,2017-10-27,22.7,22.6,0.0,0.1,False
910322,twse,2018-02-06,29.45,27.0,0.0,2.45,False
910322,twse,2018-04-02,30.95,33.0,0.0,-2.05,False
910322,twse,2018-05-21,31.0,30.35,0.0,0.65,False
910322,twse,2018-06-27,35.7,36.25,0.0,-0.55,False
910322,twse,2018-07-18,35.8,34.85,0.0,0.95,False
910322,twse,2018-07-25,34.65,34.75,0.0,-0.1,False
910322,twse,2018-07-31,34.25,34.9,0.0,-0.65,False
910322,twse,2018-08-08,32.3,31.25,0.0,1.05,False
910322,twse,2018-08-20,29.7,29.95,0.0,-0.25,False
910322,twse,2018-08-23,32.05,30.9,0.0,1.15,False
910322,twse,2018-08-27,30.9,31.75,0.0,-0.85,False
910322,twse,2018-09-04,26.7,26.35,0.0,0.35,False
910322,twse,2018-09-10,26.35,26.2,0.0,0.15,False
910322,twse,2018-09-17,26.3,25.85,0.0,0.45,False
910322,twse,2018-10-09,27.6,26.85,0.0,0.75,False
910322,twse,2018-10-18,23.8,24.4,0.0,-0.6,False
910322,twse,2018-10-22,24.4,25.0,0.0,-0.6,False
910322,twse,2018-11-14,24.4,25.5,0.0,-1.1,False
910322,twse,2018-11-20,25.3,24.8,0.0,0.5,False
910322,twse,2018-11-22,24.8,24.95,0.0,-0.15,False
910322,twse,2018-12-21,20.55,19.9,0.0,0.65,False
910322,twse,2018-12-24,19.9,19.65,0.0,0.25,False
910322,twse,2018-12-27,19.5,19.25,0.0,0.25,False
910322,twse,2019-01-04,19.8,18.8,0.0,1.0,False
910322,twse,2019-01-22,20.95,20.4,0.0,0.55,False
910322,twse,2019-02-11,20.15,20.85,0.0,-0.7,False
910322,twse,2019-02-15,21.85,21.1,0.0,0.75,False
910322,twse,2019-02-25,21.55,22.15,0.0,-0.6,False
910322,twse,2019-03-21,23.15,22.55,0.0,0.6,False
910322,twse,2019-04-03,25.0,24.25,0.0,0.75,False
910322,twse,2019-04-11,25.1,25.15,0.0,-0.05,False
910322,twse,2019-04-23,24.5,24.75,0.0,-0.25,False
910322,twse,2019-04-30,24.85,25.05,0.0,-0.2,False
910322,twse,2019-05-08,25.1,25.4,0.0,-0.3,False
910322,twse,2019-05-14,25.3,25.35,0.0,-0.05,False
910322,twse,2019-05-23,24.35,26.3,0.0,-1.95,False
910322,twse,2019-05-28,25.1,25.3,0.0,-0.2,False
910322,twse,2019-06-24,25.85,26.05,0.0,-0.2,False
910322,twse,2019-07-01,25.35,26.0,0.0,-0.65,False
910322,twse,2019-07-05,25.7,26.3,0.0,-0.6,False
910322,twse,2019-07-22,25.3,26.0,0.0,-0.7,False
910322,twse,2019-08-06,22.75,21.45,0.0,1.3,False
910322,twse,2019-08-15,23.65,23.2,0.0,0.45,False
910322,twse,2019-09-05,21.75,22.5,0.0,-0.75,False
910322,twse,2019-09-24,21.75,22.3,0.0,-0.55,False
910322,twse,2019-09-26,22.3,22.15,0.0,0.15,False
910322,twse,2019-10-02,22.15,21.7,0.0,0.45,False
910322,twse,2019-10-08,21.85,21.15,0.0,0.7,False
910322,twse,2019-10-18,20.75,20.5,0.0,0.25,False
910322,twse,2019-10-28,20.2,21.0,0.0,-0.8,False
910322,twse,2019-10-30,21.0,20.25,0.0,0.75,False
910322,twse,2019-11-12,22.8,21.75,0.0,1.05,False
910322,twse,2019-11-25,23.5,23.75,0.0,-0.25,False
910322,twse,2019-11-27,23.75,23.65,0.0,0.1,False
910322,twse,2019-12-13,25.15,24.2,0.0,0.95,False
910322,twse,2019-12-26,25.3,25.45,0.0,-0.15,False
910322,twse,2020-01-02,26.0,25.5,0.0,0.5,False
910322,twse,2020-01-07,25.5,25.95,0.0,-0.45,False
910322,twse,2020-02-20,29.35,28.3,0.0,1.05,False
910322,twse,2020-04-15,26.65,26.35,0.0,0.3,False
910322,twse,2020-04-17,26.35,25.5,0.0,0.85,False
910322,twse,2020-05-15,27.95,27.65,0.0,0.3,False
910322,twse,2020-05-19,27.65,27.6,0.0,0.05,False
910322,twse,2021-05-10,25.3,25.25,0.0,0.05,False
910322,twse,2021-07-21,27.55,27.15,0.0,0.4,False
910322,twse,2021-10-06,25.2,25.8,0.0,-0.6,False
910322,twse,2021-10-14,26.8,25.9,0.0,0.9,False
910322,twse,2021-10-25,25.1,25.5,0.0,-0.4,False
910322,twse,2021-10-28,25.65,25.4,0.0,0.25,False
910322,twse,2021-11-18,28.5,28.05,0.0,0.45,False
910322,twse,2021-11-26,27.45,27.7,0.0,-0.25,False
910322,twse,2021-12-09,26.85,26.9,0.0,-0.05,False
910322,twse,2021-12-13,26.9,27.3,0.0,-0.4,False
910322,twse,2021-12-22,26.95,27.85,0.0,-0.9,False
910322,twse,2021-12-29,27.8,27.6,0.0,0.2,False
910322,twse,2022-02-17,31.5,31.05,0.0,0.45,False
910322,twse,2022-03-04,29.45,29.4,0.0,0.05,False
910322,twse,2022-04-18,27.55,26.5,0.0,1.05,False
910322,twse,2022-05-04,27.3,27.0,0.0,0.3,False
910322,twse,2022-05-10,27.2,27.7,0.0,-0.5,False
910322,twse,2022-05-30,25.35,24.9,0.0,0.45,False
910322,twse,2022-06-07,26.0,25.25,0.0,0.75,False
910322,twse,2022-07-15,26.3,25.5,0.0,0.8,False
910322,twse,2022-07-20,25.25,25.45,0.0,-0.2,False
910322,twse,2022-07-25,25.85,25.75,0.0,0.1,False
910322,twse,2022-09-02,26.35,26.85,0.0,-0.5,False
910322,twse,2022-09-12,26.35,26.8,0.0,-0.45,False
910322,twse,2022-09-20,27.1,27.45,0.0,-0.35,False
910322,twse,2022-10-05,27.1,27.25,0.0,-0.15,False
910322,twse,2022-10-20,26.35,26.3,0.0,0.05,False
910322,twse,2022-12-28,27.3,27.45,0.0,-0.15,False
910322,twse,2023-01-03,27.4,26.85,0.0,0.55,False
910322,twse,2023-01-06,26.85,26.7,0.0,0.15,False
910322,twse,2023-01-13,25.8,26.35,0.0,-0.55,False
910322,twse,2023-02-08,24.85,24.7,0.0,0.15,False
910322,twse,2023-03-23,27.8,27.45,0.0,0.35,False
910322,twse,2023-04-10,25.9,25.5,0.0,0.4,False
910322,twse,2023-04-28,26.65,27.05,0.0,-0.4,False
910322,twse,2023-05-04,26.95,27.05,0.0,-0.1,False
910322,twse,2023-10-11,22.15,22.55,0.0,-0.4,False
910322,twse,2023-11-14,21.15,21.2,0.0,-0.05,False
910322,twse,2024-06-12,19.55,18.65,0.0,0.9,False
910322,twse,2024-09-18,21.1,21.4,0.0,-0.3,False
910322,twse,2024-10-04,22.6,24.45,0.0,-1.85,False
910322,twse,2024-10-28,24.4,23.75,0.0,0.65,False
910322,twse,2024-11-22,22.2,21.95,0.0,0.25,False
910322,twse,2024-12-20,20.9,20.75,0.0,0.15,False
910322,twse,2025-01-09,20.8,22.85,0.0,-2.05,False
910322,twse,2025-05-05,29.0,27.1,0.0,1.9,False
910322,twse,2025-05-22,25.6,25.25,0.0,0.35,False
910322,twse,2025-06-02,25.7,24.45,0.0,1.25,False
910322,twse,2025-06-26,21.55,21.5,0.0,0.05,False
910322,twse,2025-07-28,22.3,21.95,0.0,0.35,False
910322,twse,2025-08-20,20.9,21.3,0.0,-0.4,False
910322,twse,2025-08-29,22.0,21.7,0.0,0.3,False
910322,twse,2025-12-18,23.8,23.6,0.0,0.2,False
910322,twse,2026-08-28,26.0,25.7,0.0,0.3,False
910861,twse,2015-02-06,14.6,14.5,0.0,0.1,False
910861,twse,2015-04-17,18.2,19.45,0.0,-1.25,False
910861,twse,2015-07-23,16.7,17.0,0.0,-0.3,False
910861,twse,2015-08-03,16.05,15.3,0.0,0.75,False
910861,twse,2015-08-20,16.4,16.15,0.0,0.25,False
910861,twse,2015-10-05,15.2,16.0,0.0,-0.8,False
910861,twse,2016-01-26,17.35,17.1,0.0,0.25,False
910861,twse,2016-02-15,17.15,17.9,0.0,-0.75,False
910861,twse,2016-03-31,20.15,22.15,0.0,-2.0,False
910861,twse,2016-09-20,13.4,13.85,0.0,-0.45,False
910861,twse,2016-11-21,12.9,13.0,0.0,-0.1,False
910861,twse,2016-11-29,12.85,12.7,0.0,0.15,False
910861,twse,2016-12-01,12.7,13.0,0.0,-0.3,False
910861,twse,2016-12-21,12.3,12.1,0.0,0.2,False
910861,twse,2017-05-10,11.85,11.9,0.0,-0.05,False
910861,twse,2017-07-17,10.9,10.95,0.0,-0.05,False
910861,twse,2017-10-02,8.43,8.48,0.0,-0.05,False
910861,twse,2018-03-07,8.14,8.07,0.0,0.07,False
910861,twse,2018-05-21,9.03,9.15,0.0,-0.12,False
910861,twse,2018-05-23,9.15,9.2,0.0,-0.05,False
910861,twse,2018-05-28,9.25,9.34,0.0,-0.09,False
910861,twse,2018-05-31,9.26,9.45,0.0,-0.19,False
910861,twse,2018-06-13,8.95,8.74,0.0,0.21,False
910861,twse,2018-06-21,8.52,8.25,0.0,0.27,False
910861,twse,2018-06-26,8.12,7.71,0.0,0.41,False
910861,twse,2018-07-05,7.9,8.26,0.0,-0.36,False
910861,twse,2018-07-09,8.26,8.3,0.0,-0.04,False
910861,twse,2018-07-19,8.33,8.3,0.0,0.03,False
910861,twse,2018-08-01,8.27,7.91,0.0,0.36,False
910861,twse,2018-08-16,7.53,6.96,0.0,0.57,False
910861,twse,2018-09-03,7.77,7.83,0.0,-0.06,False
910861,twse,2018-09-07,7.85,8.07,0.0,-0.22,False
910861,twse,2018-09-11,8.07,8.0,0.0,0.07,False
910861,twse,2018-09-13,8.0,7.81,0.0,0.19,False
910861,twse,2018-09-18,7.81,7.72,0.0,0.09,False
910861,twse,2018-09-21,7.72,8.0,0.0,-0.28,False
910861,twse,2018-10-01,7.94,7.98,0.0,-0.04,False
910861,twse,2018-10-11,7.99,7.66,0.0,0.33,False
910861,twse,2018-10-15,7.66,7.33,0.0,0.33,False
910861,twse,2018-10-26,7.33,7.35,0.0,-0.02,False
910861,twse,2018-10-30,7.35,7.2,0.0,0.15,False
910861,twse,2018-11-01,7.2,7.4,0.0,-0.2,False
910861,twse,2018-11-09,7.31,7.43,0.0,-0.12,False
910861,twse,2018-11-15,7.43,7.28,0.0,0.15,False
910861,twse,2018-11-23,7.28,7.43,0.0,-0.15,False
910861,twse,2018-11-29,7.43,7.45,0.0,-0.02,False
910861,twse,2018-12-07,7.46,7.36,0.0,0.1,False
910861,twse,2018-12-25,7.34,6.66,0.0,0.68,False
910861,twse,2018-12-28,6.66,6.64,0.0,0.02,False
910861,twse,2019-01-08,6.88,6.7,0.0,0.18,False
910861,twse,2019-01-10,6.7,6.35,0.0,0.35,False
910861,twse,2019-01-15,6.8,6.55,0.0,0.25,False
910861,twse,2019-02-13,7.05,7.26,0.0,-0.21,False
910861,twse,2019-02-21,7.26,7.65,0.0,-0.39,False
910861,twse,2019-03-20,8.32,8.27,0.0,0.05,False
910861,twse,2019-03-25,8.27,8.21,0.0,0.06,False
910861,twse,2019-03-28,8.13,8.33,0.0,-0.2,False
910861,twse,2019-04-02,8.39,8.33,0.0,0.06,False
910861,twse,2019-04-23,7.5,8.03,0.0,-0.53,False
910861,twse,2019-04-26,8.03,7.6,0.0,0.43,False
910861,twse,2019-05-15,7.17,7.06,0.0,0.11,False
910861,twse,2019-05-27,7.2,6.82,0.0,0.38,False
910861,twse,2019-06-06,7.51,7.9,0.0,-0.39,False
910861,twse,2019-06-12,8.14,8.25,0.0,-0.11,False
910861,twse,2019-06-24,8.62,8.6,0.0,0.02,False
910861,twse,2019-07-05,8.75,8.79,0.0,-0.04,False
910861,twse,2019-07-15,9.31,8.98,0.0,0.33,False
910861,twse,2019-07-19,8.8,8.84,0.0,-0.04,False
910861,twse,2019-07-26,8.8,8.92,0.0,-0.12,False
910861,twse,2019-08-14,8.01,7.5,0.0,0.51,False
910861,twse,2019-08-28,7.77,7.83,0.0,-0.06,False
910861,twse,2019-08-30,7.83,7.77,0.0,0.06,False
910861,twse,2019-10-02,8.3,8.21,0.0,0.09,False
910861,twse,2019-10-08,8.24,8.32,0.0,-0.08,False
910861,twse,2019-10-14,8.32,8.39,0.0,-0.07,False
910861,twse,2019-10-18,8.1,8.07,0.0,0.03,False
910861,twse,2019-10-22,8.07,7.97,0.0,0.1,False
910861,twse,2019-11-04,8.11,8.05,0.0,0.06,False
910861,twse,2019-11-12,7.92,7.77,0.0,0.15,False
910861,twse,2019-11-15,7.6,7.66,0.0,-0.06,False
910861,twse,2019-11-19,7.66,7.64,0.0,0.02,False
910861,twse,2019-11-22,7.72,7.7,0.0,0.02,False
910861,twse,2019-12-02,7.57,7.45,0.0,0.12,False
910861,twse,2019-12-05,7.43,7.47,0.0,-0.04,False
910861,twse,2019-12-10,7.64,7.5,0.0,0.14,False
910861,twse,2019-12-27,7.59,7.67,0.0,-0.08,False
910861,twse,2020-02-25,7.88,7.95,0.0,-0.07,False
910861,twse,2020-03-02,7.93,7.61,0.0,0.32,False
910861,twse,2020-03-12,7.5,6.75,0.0,0.75,False
910861,twse,2020-03-23,6.3,5.82,0.0,0.48,False
910861,twse,2020-04-06,6.5,7.15,0.0,-0.65,False
910861,twse,2020-04-14,6.84,6.78,0.0,0.06,False
910861,twse,2020-04-20,7.39,7.46,0.0,-0.07,False
910861,twse,2020-04-27,7.76,7.8,0.0,-0.04,False
910861,twse,2020-06-04,8.5,8.41,0.0,0.09,False
910861,twse,2020-06-09,8.34,8.01,0.0,0.33,False
910861,twse,2021-10-07,7.47,7.54,0.0,-0.07,False
910861,twse,2021-10-14,7.62,7.64,0.0,-0.02,False
910861,twse,2022-12-09,7.3,7.09,0.0,0.21,False
910861,twse,2024-07-29,6.69,6.72,0.0,-0.03,False
910861,twse,2024-08-30,6.45,6.55,0.0,-0.1,False
910861,twse,2025-05-20,5.05,5.02,0.0,0.03,False
910861,twse,2025-07-16,5.75,5.88,0.0,-0.13,False
910861,twse,2025-07-29,5.78,5.72,0.0,0.06,False
910861,twse,2025-07-31,5.72,5.8,0.0,-0.08,False
910861,twse,2025-10-08,6.2,6.01,0.0,0.19,False
910861,twse,2025-11-18,5.9,5.8,0.0,0.1,False
910861,twse,2025-12-02,5.72,5.69,0.0,0.03,False
910861,twse,2026-07-28,4.03,3.95,0.0,0.08,False
9937,twse,2016-06-06,36.65,36.6,0.0,0.05,False
9937,twse,2016-06-15,36.85,36.4,0.0,0.45,False
9937,twse,2018-04-27,40.75,40.6,0.0,0.15,False
9937,twse,2018-05-15,40.0,40.45,0.0,-0.45,False
9937,twse,2018-05-21,40.3,40.05,0.0,0.25,False
9937,twse,2018-06-19,40.45,40.2,0.0,0.25,False
9937,twse,2018-07-02,40.35,40.0,0.0,0.35,False
9937,twse,2018-09-28,39.95,40.15,0.0,-0.2,False
9937,twse,2018-11-02,40.0,40.1,0.0,-0.1,False
9937,twse,2018-11-15,40.0,40.2,0.0,-0.2,False
9937,twse,2018-11-30,40.45,40.0,0.0,0.45,False
9937,twse,2018-12-05,40.2,40.35,0.0,-0.15,False
9937,twse,2018-12-12,40.5,40.6,0.0,-0.1,False
9937,twse,2018-12-25,40.55,40.15,0.0,0.4,False
9937,twse,2019-01-08,41.0,40.6,0.0,0.4,False
9937,twse,2019-11-15,42.95,42.65,0.0,0.3,False
9937,twse,2020-04-23,43.15,42.7,0.0,0.45,False
9937,twse,2021-07-19,48.15,48.35,0.0,-0.2,False
9937,twse,2021-10-18,48.15,48.5,0.0,-0.35,False
9937,twse,2022-05-05,48.9,48.65,0.0,0.25,False
9937,twse,2022-10-11,49.0,49.2,0.0,-0.2,False
9937,twse,2023-01-16,52.5,52.3,0.0,0.2,False
9937,twse,2023-10-31,64.9,64.3,0.0,0.6,False
9937,twse,2023-12-04,69.9,69.1,0.0,0.8,False
9937,twse,2024-06-11,67.1,66.7,0.0,0.4,False
9937,twse,2024-07-16,66.7,66.1,0.0,0.6,False
9937,twse,2024-12-03,65.6,65.7,0.0,-0.1,False
9937,twse,2025-08-13,62.5,62.7,0.0,-0.2,False
