stock_id,roc_year,month,high,low,avg_price,transactions,amount,volume,turnover,asof,days,n_markets,avg_close_ours,avg_close_trunc_ours,high_ours,high_date_ours,low_ours,low_date_ours,volume_ours,amount_ours,tx_ours,avg_price_ours,status,high_ok,low_ok,avg_price_ok,volume_ok,amount_ok,transactions_ok,qty_note
1215,115,7,114.0,103.5,109.93,38666,3114683017,28332518,9.61,20260909,22,1,110.16,110.15,114.0,2026-07-01,103.5,2026-07-28,28332518.0,3114683017.0,38666.0,109.93,比對,1.0,1.0,1.0,1.0,1.0,1.0,
1215,115,8,112.0,100.5,107.06,22363,1685579450,15743901,5.34,20260909,21,1,108.02,108.02,112.0,2026-08-24,100.5,2026-08-04,15743901.0,1685579450.0,22363.0,107.06,比對,1.0,1.0,1.0,1.0,1.0,1.0,
1216,115,1,77.8,71.7,74.89,183378,17289386265,230835154,4.06,20260909,21,1,74.76,74.75,77.8,2026-01-05,71.7,2026-01-30,230835154.0,17289386265.0,183378.0,74.89,比對,1.0,1.0,1.0,1.0,1.0,1.0,
1216,115,2,76.0,71.3,73.58,83664,9737962533,132331417,2.32,20260909,12,1,73.3,73.3,76.0,2026-02-23,71.3,2026-02-02,132331417.0,9737962533.0,83664.0,73.58,比對,1.0,1.0,1.0,1.0,1.0,1.0,
1216,115,3,73.9,69.1,71.16,155382,17592619767,247217273,4.35,20260909,22,1,71.06,71.06,73.9,2026-03-03,69.1,2026-03-24,247217273.0,17592619767.0,155382.0,71.16,比對,1.0,1.0,1.0,1.0,1.0,1.0,
1216,115,4,73.7,69.3,71.78,125741,14835731771,206662657,3.63,20260909,20,1,71.86,71.86,73.7,2026-04-20,69.3,2026-04-30,206662657.0,14835731771.0,125741.0,71.78,比對,1.0,1.0,1.0,1.0,1.0,1.0,
1216,115,5,76.7,68.5,72.27,221660,26309599919,364007481,6.4,20260909,20,1,72.25,72.25,76.7,2026-05-15,68.5,2026-05-06,364007481.0,26309599919.0,221660.0,72.27,比對,1.0,1.0,1.0,1.0,1.0,1.0,
1216,115,6,77.7,72.0,74.64,146544,24498847228,328191775,5.77,20260909,21,1,74.73,74.73,77.7,2026-06-15,72.0,2026-06-02,328191775.0,24498847228.0,146544.0,74.64,比對,1.0,1.0,1.0,1.0,1.0,1.0,
1216,115,7,80.7,73.6,77.52,218530,37018694583,477489056,8.4,20260909,22,1,77.56,77.55,80.7,2026-07-20,73.6,2026-07-31,477489056.0,37018694583.0,218530.0,77.52,比對,1.0,1.0,1.0,1.0,1.0,1.0,
1216,115,8,78.6,72.4,75.42,160590,22762735693,301778593,5.31,20260909,21,1,75.96,75.96,78.6,2026-08-21,72.4,2026-08-04,301778593.0,22762735693.0,160590.0,75.42,比對,1.0,1.0,1.0,1.0,1.0,1.0,
1217,115,1,10.85,10.4,10.57,8701,129441327,12238557,2.47,20260909,21,1,10.55,10.55,10.85,2026-01-27,10.4,2026-01-13,12238557.0,129441327.0,8701.0,10.57,比對,1.0,1.0,1.0,1.0,1.0,1.0,
