date,factor,factor_official,cum_factor,pre_close,ref_price,kind,event
2016-07-11,0.94559304,,0.69756897,91.9,86.9,息,exright
2017-07-11,0.95159059,,0.73770528,72.3,68.8,息,exright
2018-07-25,0.98113208,,0.77523389,132.5,130,息,exright
2018-10-18,0.99652356,,0.79014223,92.1,91.77,權,exright
2019-07-23,0.96120690,,0.79289869,116,111.5,息,exright
2020-07-20,0.95061728,,0.82489909,81,77,息,exright
2021-07-08,0.97432606,,0.86775099,77.9,75.9,息,exright
2022-04-21,0.95098039,,0.89061663,71.4,67.9,息,exright
2023-04-27,0.98961955,,0.93652470,95.5,94.5,息,exright
2024-07-30,0.97894580,,0.94634822,47.75,46.74,息,exright
2025-07-17,0.98603352,,0.96670135,35.8,35.3,息,exright
2026-08-04,0.98039400,,0.98039400,25.5,25,息,exright
