date,factor,cum_factor,pre_close,ref_price,kind
2015-07-23,0.92307692,0.45265906,13,12,息
2016-08-19,0.94166667,0.49038065,18,16.95,息
2017-07-24,0.92022792,0.52075822,17.55,16.15,息
2018-08-22,0.98523985,0.56590134,13.55,13.35,息
2019-08-02,0.92391304,0.57437927,18.4,17,息
2020-07-01,0.93039443,0.62168109,21.55,20.05,息
2021-09-15,0.91974318,0.66819089,31.15,28.65,息
2022-07-05,0.90753425,0.72649725,29.2,26.5,息
2023-04-27,0.94623656,0.80051773,27.9,26.4,息
2024-04-11,0.95049505,0.84600169,30.3,28.8,息
2025-04-11,0.94604317,0.89006428,27.8,26.3,息
2026-04-16,0.94082840,0.94082840,25.35,23.85,息
