date,factor,cum_factor,pre_close,ref_price,kind
2015-07-20,0.94321767,0.48941807,15.85,14.95,息
2016-07-20,0.95890411,0.51888136,14.6,14,息
2017-07-21,0.94179567,0.54111914,16.15,15.21,息
2018-08-09,0.94277620,0.57456108,17.65,16.64,息
2019-07-04,0.93882353,0.60943528,21.25,19.95,息
2020-04-08,0.93211488,0.64914786,19.15,17.85,息
2021-04-08,0.94537815,0.69642473,23.8,22.5,息
2022-04-07,0.94775036,0.73666260,34.45,32.65,息
2023-03-16,0.93077874,0.77727494,40.45,37.65,息
2024-03-14,0.93333333,0.83508025,42,39.2,息
2025-03-13,0.94499450,0.89472883,45.45,42.95,息
2026-03-18,0.94680851,0.94680851,47,44.5,息
