date,factor,factor_official,cum_factor,pre_close,ref_price,kind,event
2015-08-07,0.92325671,,0.40910560,15.8,14.58,權息,exright
2016-07-28,0.94321191,,0.44311143,17.55,16.55,權息,exright
2017-07-26,0.94432326,,0.46978990,18.1,17.09,權息,exright
2017-10-30,0.99499247,,0.49748843,19,18.9,權,exright
2018-08-24,0.92753916,,0.49999216,49.1,45.54,權息,exright
2019-08-14,0.93392070,,0.53905234,45.4,42.4,息,exright
2020-07-15,0.94239244,,0.57719284,25.8,24.31,權息,exright
2020-09-11,0.94839231,,0.61247609,22.9,21.71,權,exright
2021-08-09,0.98431373,,0.64580457,51,50.2,息,exright
2021-09-07,0.97804010,,0.65609627,49.2,48.11,權,exright
2022-07-20,0.94066272,,0.67082758,36.05,33.91,權息,exright
2023-07-28,0.79325317,,0.71314358,49.9,39.58,權息,exright
2024-08-05,0.96858639,,0.89901132,38.2,37,息,exright
2025-07-11,0.96480668,,0.92816845,33.4,32.22,權息,exright
2026-07-14,0.96202532,,0.96202532,39.5,38,息,exright
