date,factor,cum_factor,pre_close,ref_price,kind,event
2015-07-14,0.94703390,0.58445151,47.2,44.7,除息,exright
2016-07-05,0.94584838,0.61713896,41.55,39.3,除息,exright
2017-07-11,0.94909502,0.65247134,44.2,41.95,除息,exright
2018-07-11,0.94717445,0.68746683,40.7,38.55,除息,exright
2019-07-11,0.96247961,0.72580804,30.65,29.5,除息,exright
2020-07-09,0.96503497,0.75410225,28.6,27.6,除息,exright
2021-08-11,0.97971014,0.78142479,34.5,33.8,除息,exright
2022-06-14,0.95663957,0.79760815,36.9,35.3,除息,exright
2023-06-20,0.95031056,0.83376036,40.25,38.25,除息,exright
2024-06-13,0.95362319,0.87735567,34.5,32.9,除息,exright
2025-06-24,0.94779772,0.92002342,30.65,29.05,除息,exright
2026-07-02,0.97069597,0.97069597,27.3,26.5,除息,exright
