date,factor,cum_factor,pre_close,ref_price,kind
2015-06-26,0.94505495,0.47420224,54.6,51.6,息
2016-06-28,0.94160584,0.50177214,54.8,51.6,息
2017-06-29,0.94800000,0.53288979,62.5,59.25,息
2018-07-03,0.93355482,0.56212003,90.3,84.3,息
2019-07-11,0.93951613,0.60212858,99.2,93.2,息
2020-07-08,0.93650794,0.64089222,94.5,88.5,息
2021-08-02,0.93603412,0.68434254,93.8,87.8,息
2022-07-06,0.93333333,0.73110854,90,84,息
2023-07-07,0.94161491,0.78333058,80.5,75.8,息
2024-07-05,0.94675325,0.83190121,77,72.9,息
2025-07-07,0.93934426,0.87868852,61,57.3,息
2026-07-06,0.93542757,0.93542757,57.3,53.6,息
