date,factor,cum_factor,pre_close,ref_price,kind
2015-07-16,0.96745562,0.59146626,16.9,16.35,息
2016-07-26,0.97248322,0.61136268,14.9,14.49,息
2017-07-11,0.96430769,0.62866142,16.25,15.67,息
2018-07-11,0.97548747,0.65193032,17.95,17.51,息
2019-07-11,0.96203209,0.66831235,18.7,17.99,息
2020-07-09,0.96873315,0.69468821,18.55,17.97,息
2021-08-12,0.97173448,0.71710998,23.35,22.69,息
2022-08-04,0.96494845,0.73796906,24.25,23.4,息
2023-08-10,0.97054492,0.76477563,33.95,32.95,息
2024-07-05,0.97662771,0.78798581,59.9,58.5,息
2025-08-07,0.86388385,0.80684359,55.1,47.6,息
2026-08-06,0.93397231,0.93397231,46.95,43.85,息
