date,factor,factor_official,cum_factor,pre_close,ref_price,kind,event
2018-01-30,0.99164927,,0.77545150,38.32,38,除息,exright
2018-05-03,0.99868835,,0.78198162,38.12,38.07,除息,exright
2018-07-26,0.99349837,,0.78300865,39.99,39.73,除息,exright
2018-10-30,0.99716568,,0.78813279,38.81,38.7,除息,exright
2019-01-24,0.98789227,,0.79037296,40.47,39.98,除息,exright
2019-05-02,0.99298670,,0.80005987,41.35,41.06,除息,exright
2019-07-18,0.99341956,,0.80571056,44.07,43.78,除息,exright
2019-10-22,0.99306158,,0.81104762,46.12,45.8,除息,exright
2020-01-30,0.99596413,,0.81671432,44.6,44.42,除息,exright
2020-04-22,0.98956999,,0.82002384,54.65,54.08,除息,exright
2020-07-21,0.99658120,,0.82866684,52.65,52.47,除息,exright
2020-10-21,0.99493003,,0.83150961,49.31,49.06,除息,exright
2021-01-19,0.99364035,,0.83574681,45.6,45.31,除息,exright
2021-04-20,0.99358670,,0.84109589,42.1,41.83,除息,exright
2021-07-16,0.99427262,,0.84652491,43.65,43.4,除息,exright
2021-10-19,0.99510832,,0.85140120,42.93,42.72,除息,exright
2022-01-18,0.99443234,,0.85558646,41.31,41.08,除息,exright
2022-04-20,0.99329938,,0.86037675,37.31,37.06,除息,exright
2022-07-18,0.99345157,,0.86618069,36.65,36.41,除息,exright
2022-10-19,0.99248572,,0.87189021,33.27,33.02,除息,exright
2023-01-31,0.99268578,,0.87849143,34.18,33.93,除息,exright
2023-04-21,0.99289100,,0.88496426,33.76,33.52,除息,exright
2023-07-18,0.99309724,,0.89130052,33.32,33.09,除息,exright
2023-10-19,0.99179487,,0.89749571,29.25,29.01,除息,exright
2024-01-17,0.99345998,,0.90492070,32.11,31.9,除息,exright
2024-04-18,0.99280811,,0.91087786,30.59,30.37,除息,exright
2024-07-16,0.99042027,,0.91747625,32.36,32.05,除息,exright
2024-10-17,0.99171525,,0.92635044,32.59,32.32,除息,exright
2025-01-17,0.99117935,,0.93408913,30.61,30.34,除息,exright
2025-04-23,0.98929766,,0.94240173,29.9,29.58,除息,exright
2025-07-16,0.98959495,,0.95259674,26.91,26.63,除息,exright
2025-10-20,0.99072233,,0.96261278,30.18,29.9,除息,exright
2026-01-20,0.99087221,,0.97162721,29.58,29.31,除息,exright
2026-04-20,0.99078498,,0.98057772,29.3,29.03,除息,exright
2026-07-16,0.98969780,,0.98969780,29.12,28.82,除息,exright
