date,factor,cum_factor,pre_close,ref_price,kind
2015-06-16,0.96158771,0.78524317,78.1,75.1,息
2016-06-13,0.96036988,0.81661107,75.7,72.7,息
2017-06-05,0.96713615,0.85030892,106.5,103,息
2018-06-01,0.98039216,0.87920291,255,250,息
2019-06-03,0.97811816,0.89678697,228.5,223.5,息
2020-06-01,0.97835498,0.91684931,231,226,息
2021-06-03,0.98571429,0.93713359,350,345,息
2022-06-02,0.98763251,0.95071524,566,559,息
2023-06-02,0.99087948,0.96262044,1535,1521,息
2024-06-03,0.99037801,0.97148085,1455,1441,息
2025-06-03,0.98538813,0.98091925,1095,1079,息
2026-06-08,0.99546485,0.99546485,4410,4390,息
