date,factor,cum_factor,pre_close,ref_price,kind,event
2017-07-06,0.89517820,0.49873411,23.85,21.35,除息,exright
2018-07-05,0.94117647,0.55713389,17,16,除息,exright
2019-07-09,0.92846715,0.59195476,20.55,19.08,除息,exright
2020-07-01,0.94142857,0.63756133,14,13.18,除息,exright
2021-07-01,0.95740260,0.67722752,19.25,18.43,除息,exright
2022-07-01,0.92375367,0.70735918,17.05,15.75,除息,exright
2023-07-04,0.92000000,0.76574438,22.5,20.7,除息,exright
2024-07-01,0.95800525,0.83233085,19.05,18.25,除息,exright
2025-07-01,0.93377483,0.86881659,22.65,21.15,除息,exright
2026-07-03,0.93043478,0.93043478,23,21.4,除息,exright
