date,factor,cum_factor,pre_close,ref_price,kind
2015-07-09,0.92134831,0.47387756,35.6,32.8,息
2016-07-04,0.92643678,0.51433052,43.5,40.3,息
2017-07-07,0.91282690,0.55517066,40.15,36.65,息
2018-07-09,0.92647059,0.60818832,40.8,37.8,息
2019-07-03,0.93206522,0.65645724,36.8,34.3,息
2020-07-03,0.94470046,0.70430397,32.55,30.75,息
2021-08-11,0.96829590,0.74553152,75.7,73.3,息
2022-06-22,0.92561983,0.76994183,72.6,67.2,息
2023-06-30,0.91273997,0.83181216,57.3,52.3,息
2024-06-25,0.97981366,0.91133531,64.4,63.1,息
2025-06-25,0.94642857,0.93011084,42,39.75,息
2026-06-24,0.98275862,0.98275862,58,57,息
