date,factor,cum_factor,pre_close,ref_price,kind
2019-07-04,0.96078431,0.57696768,51,49,息
2019-07-25,0.98770950,0.60051738,44.75,44.2,權
2020-07-13,0.95299647,0.60798988,42.55,40.55,息
2021-07-19,0.89623865,0.63797705,77.1,69.1,息
2021-11-02,0.91071429,0.71183836,89.6,81.6,息
2022-04-28,0.96536797,0.78162644,115.5,111.5,息
2023-11-01,0.95275591,0.80966685,127,121,息
2024-07-01,0.97570850,0.84981561,123.5,120.5,息
2024-09-24,0.93793103,0.87097285,145,136,息
2025-06-30,0.97637795,0.92861076,127,124,息
2025-10-21,0.98969957,0.95107715,116.5,115.3,息
2026-07-01,0.96097561,0.96097561,123,118.2,息
