date,factor,cum_factor,pre_close,ref_price,kind
2015-07-17,0.97188755,0.76203583,12.45,12.1,息
2016-07-19,0.97209302,0.78407819,10.75,10.45,息
2017-07-19,0.98190045,0.80658761,11.05,10.85,息
2018-07-19,0.97154472,0.82145559,12.3,11.95,息
2019-07-18,0.98139535,0.84551495,10.75,10.55,息
2020-07-20,0.99466667,0.86154367,37.5,37.3,息
2021-08-02,0.91137371,0.86616321,33.85,30.85,息
2022-07-19,0.98250729,0.95039302,17.15,16.85,息
2023-07-19,0.99200000,0.96731397,18.75,18.6,息
2024-07-18,0.98648649,0.97511488,22.2,21.9,息
2025-07-17,0.98847262,0.98847262,17.35,17.15,息
