date,factor,factor_official,cum_factor,pre_close,ref_price,kind,event
2008-07-16,0.74389706,,0.27501796,136,101.17,除權息,exright
2009-07-21,0.75718750,,0.36969894,96,72.69,除權息,exright
2010-07-29,0.91456000,,0.48825283,62.5,57.16,除權息,exright
2011-07-22,0.96392092,,0.53386638,60.7,58.51,除息,exright
2012-08-13,0.97388535,,0.55384873,47.1,45.87,除息,exright
2013-07-23,0.96410256,,0.56870013,66.3,63.92,除息,exright
2014-07-10,0.96739130,,0.58987514,78.2,75.65,除息,exright
2015-07-09,0.94588859,,0.60975857,75.4,71.32,除息,exright
2016-07-07,0.93291732,,0.64464100,64.1,59.8,除息,exright
2017-07-06,0.95186522,,0.69099479,83.1,79.1,除息,exright
2018-02-07,0.99338731,,0.72593763,74.1,73.61,除權,exright
2018-07-23,0.95193508,,0.73076998,80.1,76.25,除息,exright
2019-08-09,0.91482143,,0.76766788,112,102.46,除權息,exright
2020-07-16,0.95305164,,0.83914505,85.2,81.2,除息,exright
2021-07-27,0.96360990,,0.88048225,68.7,66.2,除息,exright
2022-07-05,0.97101449,,0.91373309,138,134,除息,exright
2023-07-25,0.97420195,,0.94100870,153.5,149.54,除息,exright
2024-07-22,0.98883333,,0.96592775,300,296.65,除息,exright
2025-07-21,0.98197222,,0.97683575,360,353.51,除息,exright
2026-07-23,0.99476923,,0.99476923,1300,1293.2,除息,exright
