date,factor,cum_factor,pre_close,ref_price,kind,event
2015-08-03,0.90675991,0.53563444,21.45,19.45,除息,exright
2016-08-03,0.93740219,0.59071253,31.95,29.95,除息,exright
2017-08-03,0.94186508,0.63015911,50.4,47.47,除息,exright
2018-08-02,0.94711538,0.66905455,104,98.5,除息,exright
2019-08-01,0.92297111,0.70641292,72.7,67.1,除息,exright
2020-07-30,0.97272727,0.76536840,132,128.4,除息,exright
2021-07-29,0.94262295,0.78682732,122,115,除息,exright
2022-07-28,0.95200000,0.83472116,125,119,除息,exright
2023-07-27,0.95730994,0.87680794,171,163.7,除息,exright
2024-07-01,0.97500000,0.91590811,144,140.4,除息,exright
2025-02-25,0.98359184,0.93939294,122.5,120.49,除權,exright
2025-06-26,0.96935484,0.95506378,124,120.2,除息,exright
2026-07-08,0.98525714,0.98525714,350,344.84,除息,exright
