date,factor,cum_factor,pre_close,ref_price,kind
2015-08-06,0.98019802,0.69352258,10.1,9.9,息
2016-07-15,0.94545455,0.70753314,16.5,15.6,息
2017-07-26,0.94594595,0.74835236,18.5,17.5,息
2019-07-04,0.98015873,0.79111535,25.2,24.7,息
2020-07-16,0.96300175,0.80712983,28.65,27.59,息
2021-08-05,0.98672566,0.83813953,113,111.5,息
2022-07-05,0.94727592,0.84941495,56.9,53.9,息
2023-07-28,0.96143959,0.89669222,77.8,74.8,息
2024-08-02,0.97891037,0.93265581,56.9,55.7,息
2025-07-10,0.97021277,0.95274894,47,45.6,息
2026-04-16,0.98200000,0.98200000,100,98.2,息
