date,factor,cum_factor,pre_close,ref_price,kind,event
2015-07-09,0.94982332,0.73054600,14.15,13.44,息,exright
2016-07-11,0.98165138,0.76913883,10.9,10.7,息,exright
2017-07-11,0.99348534,0.78351526,15.35,15.25,息,exright
2018-07-11,0.93191489,0.78865306,11.75,10.95,息,exright
2019-07-12,0.99190283,0.84627155,7.41,7.35,息,exright
2020-07-17,0.98809524,0.85317989,8.4,8.3,息,exright
2021-07-27,0.97953964,0.86345916,19.55,19.15,息,exright
2022-07-11,0.91346939,0.88149487,12.25,11.19,息,exright
2022-10-11,1.00382775,0.96499661,10.45,10.49,退還股款,reduce
2023-08-28,1.01533101,0.96131693,14.35,14.57,退還股款,reduce
2024-08-26,1.04261168,0.94680151,14.55,15.17,退還股款,reduce
2025-05-22,0.92907801,0.90810560,14.1,13.1,息,exright
2026-06-11,0.97742664,0.97742664,44.3,43.3,息,exright
