date,factor,cum_factor,pre_close,ref_price,kind,event
2015-09-02,0.89864865,0.56564881,59.2,53.2,息,exright
2016-09-01,0.96850394,0.62944379,127,123,息,exright
2017-09-07,0.95670996,0.64991351,115.5,110.5,息,exright
2018-09-06,0.96321070,0.67932136,149.5,144,息,exright
2019-09-05,0.96818182,0.70526766,220,213,息,exright
2020-09-08,0.97116645,0.72844547,381.5,370.5,息,exright
2021-09-08,0.97435897,0.75007273,546,532,息,exright
2022-09-12,0.91855204,0.76981149,331.5,304.5,息,exright
2023-09-11,0.93939394,0.83807064,445.5,418.5,息,exright
2024-09-05,0.96960784,0.89213971,510,494.5,息,exright
2025-09-10,0.95277778,0.92010364,540,514.5,息,exright
2026-09-08,0.96570645,0.96570645,729,704,息,exright
