date,factor,cum_factor,pre_close,ref_price,kind,event
2015-07-20,0.95951417,0.66427930,49.4,47.4,除息,exright
2016-07-18,0.97839506,0.69230796,97.2,95.1,除息,exright
2017-07-25,0.96129838,0.70759552,80.1,77,除息,exright
2018-07-23,0.97410604,0.73608313,81.1,79,除息,exright
2019-07-08,0.97701149,0.75564990,69.6,68,除息,exright
2020-06-17,0.97345133,0.77342990,67.8,66,除息,exright
2021-09-07,0.95555556,0.79452344,40.5,38.7,除息,exright
2022-06-13,0.96503497,0.83147802,42.9,41.4,除息,exright
2023-06-15,0.96514161,0.86160403,45.9,44.3,除息,exright
2024-06-17,0.97984252,0.89272291,63.5,62.22,除息,exright
2025-06-16,0.95818540,0.91108816,50.7,48.58,除息,exright
2026-06-12,0.95084746,0.95084746,53.1,50.49,除息,exright
