date,factor,cum_factor,pre_close,ref_price,kind,event
2015-03-13,1.67012448,2.73958146,4.82,8.05,彌補虧損,reduce
2016-11-29,2.00000000,1.64034567,5.55,11.1,彌補虧損,reduce
2021-09-08,0.97667638,0.82017283,171.5,167.5,除息,exright
2022-04-01,0.97000000,0.83975905,150,145.5,除息,exright
2022-09-29,0.97876858,0.86573098,94.2,92.2,除息,exright
2023-07-12,0.96529018,0.88451040,89.6,86.49,除權息,exright
2023-11-30,0.97080292,0.91631554,68.5,66.5,除息,exright
2024-07-22,0.98529412,0.94387391,68,67,除息,exright
2025-07-18,0.98046875,0.95796158,51.2,50.2,除息,exright
2026-07-14,0.97704448,0.97704448,34.85,34.05,除權,exright
