date,factor,cum_factor,pre_close,ref_price,kind
2015-07-22,0.93543759,0.55853374,69.7,65.2,息
2016-07-14,0.94163424,0.59708284,51.4,48.4,息
2017-07-13,0.95862069,0.63409211,43.5,41.7,息
2018-07-12,0.96843434,0.66146299,39.6,38.35,息
2019-07-18,0.96711510,0.68302307,33.45,32.35,息
2020-07-16,0.96363636,0.70624796,33,31.8,息
2021-09-14,0.96620776,0.73289883,39.95,38.6,息
2022-07-19,0.93816885,0.75853130,42.05,39.45,息
2023-07-19,0.95161290,0.80852322,62,59,息
2024-07-19,0.95325779,0.84963457,70.6,67.3,息
2025-07-21,0.94782609,0.89129570,57.5,54.5,息
2026-07-21,0.94035785,0.94035785,50.3,47.3,息
