date,factor,cum_factor,pre_close,ref_price,kind,event
2015-08-27,0.96714579,0.71970785,24.35,23.55,除息,exright
2016-08-25,0.96124031,0.74415653,25.8,24.8,除息,exright
2017-08-24,0.95098039,0.77416284,20.4,19.4,除息,exright
2018-08-23,0.98050847,0.81406814,23.6,23.14,除息,exright
2019-08-26,0.93351801,0.83025100,18.05,16.85,除息,exright
2020-08-27,0.98787879,0.88937866,16.5,16.3,除息,exright
2021-08-30,0.98333333,0.90029129,21,20.65,除息,exright
2024-08-29,0.96557659,0.91555046,29.05,28.05,除息,exright
2025-07-24,0.96023857,0.94819041,25.15,24.15,除息,exright
2026-07-27,0.98745295,0.98745295,39.85,39.35,除息,exright
