date,factor,cum_factor,pre_close,ref_price,kind,event
2015-07-09,0.94736842,0.56532449,19,18,除息,exright
2016-07-15,0.94117647,0.59673140,17,16,除息,exright
2017-07-19,0.94736842,0.63402712,19,18,除息,exright
2018-07-13,0.95381062,0.66925085,21.65,20.65,除息,exright
2019-07-25,0.96153846,0.70166009,26,25,除息,exright
2020-07-10,0.95714286,0.72972649,42,40.2,除息,exright
2021-07-09,0.95378691,0.76240081,38.95,37.15,除息,exright
2022-07-18,0.95724907,0.79934082,53.8,51.5,除息,exright
2023-02-09,0.96666667,0.83503954,70.8,68.44,除權,exright
2023-07-24,0.95667047,0.86383401,87.7,83.9,除息,exright
2024-07-23,0.96052863,0.90295879,113.5,109.02,除權息,exright
2025-07-24,0.96247655,0.94006442,53.3,51.3,除息,exright
2026-07-23,0.97671410,0.97671410,77.3,75.5,除息,exright
