date,factor,factor_official,cum_factor,pre_close,ref_price,kind,event
2019-06-25,0.99627601,,0.73584498,45.65,45.48,除息,exright
2019-09-25,0.99148494,,0.73859550,48.15,47.74,除息,exright
2019-12-23,0.99205353,,0.74493870,47.82,47.44,除息,exright
2020-03-23,0.99020387,,0.75090574,37.77,37.4,除息,exright
2020-04-20,0.99734206,,0.75833449,48.91,48.78,除息,exright
2020-05-19,0.99742876,,0.76035547,46.67,46.55,除息,exright
2020-06-16,0.99750934,,0.76231557,48.18,48.06,除息,exright
2020-07-16,0.99780658,,0.76421898,50.15,50.04,除息,exright
2020-08-18,0.99780220,,0.76589892,50.05,49.94,除息,exright
2020-09-16,0.99777283,,0.76758592,49.39,49.28,除息,exright
2020-10-21,0.99771072,,0.76929928,48.05,47.94,除息,exright
2020-11-17,0.99750882,,0.77106447,48.17,48.05,除息,exright
2020-12-16,0.99729336,,0.77299012,48.03,47.9,除息,exright
2021-01-19,0.99700855,,0.77508801,46.8,46.66,除息,exright
2021-02-25,0.99708324,,0.77741360,44.57,44.44,除息,exright
2021-03-17,0.99699630,,0.77968777,43.28,43.15,除息,exright
2021-04-20,0.99682684,,0.78203677,44.12,43.98,除息,exright
2021-05-18,0.99724771,,0.78452620,43.6,43.48,除息,exright
2021-06-17,0.99726527,,0.78669140,43.88,43.76,除息,exright
2021-07-16,0.99737360,,0.78884869,45.69,45.57,除息,exright
2021-08-17,0.99737188,,0.79092598,45.66,45.54,除息,exright
2021-09-16,0.99759563,,0.79301010,45.75,45.64,除息,exright
2021-10-19,0.99754300,,0.79492139,44.77,44.66,除息,exright
2021-11-16,0.99733274,,0.79687932,44.99,44.87,除息,exright
2021-12-16,0.99733629,,0.79901049,45.05,44.93,除息,exright
2022-01-18,0.99739830,,0.80114451,42.28,42.17,除息,exright
2022-02-22,0.99725343,,0.80323428,40.05,39.94,除息,exright
2022-03-16,0.99689280,,0.80544650,38.62,38.5,除息,exright
2022-04-20,0.99681190,,0.80795698,37.64,37.52,除息,exright
2022-05-18,0.99620596,,0.81054106,36.9,36.76,除息,exright
2022-06-17,0.99637378,,0.81362800,35.85,35.72,除息,exright
2022-07-18,0.99618008,,0.81658913,36.65,36.51,除息,exright
2022-08-16,0.99606815,,0.81972039,38.15,38,除息,exright
2022-09-19,0.99561644,,0.82295613,36.5,36.34,除息,exright
2022-10-19,0.99522958,,0.82657950,33.54,33.38,除息,exright
2022-11-16,0.99502050,,0.83054153,34.14,33.97,除息,exright
2022-12-16,0.99562124,,0.83469790,36.54,36.38,除息,exright
2023-01-17,0.99559835,,0.83836892,36.35,36.19,除息,exright
2023-02-16,0.99555802,,0.84207545,36.02,35.86,除息,exright
2023-03-16,0.99542334,,0.84583261,34.96,34.8,除息,exright
2023-04-21,0.99581006,,0.84972150,35.8,35.65,除息,exright
2023-05-17,0.99659284,,0.85329677,35.22,35.1,除息,exright
2023-06-16,0.99628678,,0.85621402,35.01,34.88,除息,exright
2023-07-18,0.99608611,,0.85940518,35.77,35.63,除息,exright
2023-08-16,0.99608282,,0.86278202,35.74,35.6,除息,exright
2023-09-18,0.99604408,,0.86617499,35.39,35.25,除息,exright
2023-10-19,0.99578313,,0.86961511,33.2,33.06,除息,exright
2023-11-16,0.99600114,,0.87329769,35.01,34.87,除息,exright
2023-12-18,0.99627362,,0.87680391,37.57,37.43,除息,exright
2024-01-17,0.99623959,,0.88008343,37.23,37.09,除息,exright
2024-02-27,0.99619565,,0.88340540,36.8,36.66,除息,exright
2024-03-18,0.99618008,,0.88677901,36.65,36.51,除息,exright
