date,factor,factor_official,cum_factor,pre_close,ref_price,kind,event
2008-08-22,0.87569659,,0.43677429,64.6,56.57,除權息,exright
2009-09-17,0.98336106,,0.49877354,60.1,59.1,除息,exright
2010-09-16,0.96632997,,0.50721303,59.4,57.4,除息,exright
2011-07-26,0.94462901,,0.52488596,45.15,42.65,除息,exright
2012-08-07,0.93230769,,0.55565301,48.75,45.45,除息,exright
2013-08-07,0.93429084,,0.59599745,27.85,26.02,除息,exright
2014-07-16,0.94557823,,0.63791426,36.75,34.75,除息,exright
2015-07-10,0.93920000,,0.67462875,25,23.48,除息,exright
2016-07-22,0.94820513,,0.71830148,19.5,18.49,除息,exright
2017-07-24,0.95833333,,0.75753807,19.2,18.4,除息,exright
2018-07-04,0.94694960,,0.79047451,18.85,17.85,除息,exright
2019-07-03,0.93730408,,0.83475879,15.95,14.95,除息,exright
2020-07-10,0.97397590,,0.89059550,20.75,20.21,除息,exright
2021-07-28,0.99255952,,0.91439172,67.2,66.7,除息,exright
2022-06-21,0.95611702,,0.92124623,37.6,35.95,除息,exright
2023-07-05,0.98659517,,0.96352874,37.3,36.8,除息,exright
2024-07-02,0.99676375,,0.97662016,154.5,154,除息,exright
2025-02-25,0.98041152,,0.97979101,121.5,119.12,除權,exright
2026-07-30,0.99936709,,0.99936709,79,78.95,除權,exright
