date,factor,cum_factor,pre_close,ref_price,kind,event
2015-07-06,0.96363636,0.65416529,13.75,13.25,息,exright
2016-07-07,0.96818182,0.67885078,11,10.65,息,exright
2017-07-03,0.95971223,0.70116043,13.9,13.34,息,exright
2018-07-12,0.88805970,0.73059445,13.4,11.9,息,exright
2019-07-11,0.94623656,0.82268618,9.3,8.8,息,exright
2021-06-24,0.98760331,0.86942972,24.2,23.9,息,exright
2022-07-04,0.93355482,0.88034306,15.05,14.05,息,exright
2022-10-11,1.07959184,0.94300093,14.7,15.87,退還股款,reduce
2023-08-10,0.96078431,0.87347912,20.4,19.6,息,exright
2024-08-05,0.94929577,0.90913133,17.75,16.85,息,exright
2025-08-05,0.97416667,0.95769027,12,11.69,息,exright
2026-07-30,0.98308668,0.98308668,23.65,23.25,息,exright
