date,factor,factor_official,cum_factor,pre_close,ref_price,kind,event
2019-11-25,0.98249878,,0.74765192,41.14,40.42,除息,exright
2020-02-24,0.99320843,,0.76096981,42.7,42.41,除息,exright
2020-05-19,0.99270453,,0.76617333,38.38,38.1,除息,exright
2020-08-18,0.99391172,,0.77180400,39.42,39.18,除息,exright
2020-11-17,0.99199359,,0.77653175,37.47,37.17,除息,exright
2021-02-25,0.99229892,,0.78279915,35.06,34.79,除息,exright
2021-05-18,0.99267936,,0.78887434,34.15,33.9,除息,exright
2021-08-17,0.99278579,,0.79469200,36.04,35.78,除息,exright
2021-11-16,0.99271300,,0.80046673,35.68,35.42,除息,exright
2022-02-22,0.99111247,,0.80634254,32.63,32.34,除息,exright
2022-05-18,0.99109894,,0.81357320,29.21,28.95,除息,exright
2022-08-16,0.99053094,,0.82087990,29.57,29.29,除息,exright
2022-11-16,0.98904834,,0.82872716,26.48,26.19,除息,exright
2023-02-16,0.98969072,,0.83790360,28.13,27.84,除息,exright
2023-05-17,0.99040853,,0.84663176,28.15,27.88,除息,exright
2023-08-16,0.98988805,,0.85483085,27.69,27.41,除息,exright
2023-11-16,0.98950131,,0.86356316,26.67,26.39,除息,exright
2024-02-27,0.98989170,,0.87272564,27.7,27.42,除息,exright
2024-05-17,0.98997135,,0.88163750,27.92,27.64,除息,exright
2024-08-16,0.99006849,,0.89056870,29.2,28.91,除息,exright
2024-11-18,0.98996056,,0.89950211,27.89,27.61,除息,exright
2025-02-18,0.98737829,,0.90862419,27.73,27.38,除息,exright
2025-05-19,0.98575499,,0.92023918,24.57,24.22,除息,exright
2025-08-18,0.98602236,,0.93353744,25.04,24.69,除息,exright
2025-11-18,0.98665650,,0.94677106,26.23,25.88,除息,exright
2026-02-26,0.98688647,,0.95957515,26.69,26.34,除息,exright
2026-05-19,0.98618785,,0.97232577,25.34,24.99,除息,exright
2026-08-18,0.98594378,,0.98594378,24.9,24.55,除息,exright
