date,factor,cum_factor,pre_close,ref_price,kind
2015-07-22,0.94258373,0.73426666,20.9,19.7,息
2016-07-21,0.98464491,0.77899356,26.05,25.65,息
2017-07-20,0.97872340,0.79114161,28.2,27.6,息
2018-07-25,0.98126464,0.80834034,21.35,20.95,息
2019-07-25,0.96895787,0.82377405,22.55,21.85,息
2020-07-21,0.97131931,0.85016498,26.15,25.4,息
2021-08-26,0.98708487,0.87526827,54.2,53.5,息
2021-11-19,0.98249497,0.88672038,49.7,48.83,權
2022-08-16,0.96188056,0.90251900,39.35,37.85,息
2023-08-17,0.98000000,0.93828594,27.5,26.95,息
2025-09-04,0.99002732,0.95743463,73.2,72.47,息
2026-03-04,0.99463722,0.96707900,63.4,63.06,權
2026-04-23,0.98633288,0.97229319,73.9,72.89,權
2026-08-12,0.98576577,0.98576577,111,109.42,息
