date,factor,factor_official,cum_factor,pre_close,ref_price,kind,event
2019-07-23,0.99007519,,0.75021146,66.5,65.84,除息,exright
2019-10-24,0.99229651,,0.75773181,68.8,68.27,除息,exright
2020-02-04,0.99221515,,0.76361430,70.65,70.1,除息,exright
2020-04-21,0.99287671,,0.76960557,73,72.48,除息,exright
2020-07-21,0.99309429,,0.77512702,75.3,74.78,除息,exright
2020-10-22,0.99280576,,0.78051704,69.5,69,除息,exright
2021-01-20,0.99297218,,0.78617297,68.3,67.82,除息,exright
2021-04-21,0.99261587,,0.79173715,63.65,63.18,除息,exright
2021-07-20,0.99342793,,0.79762693,66.95,66.51,除息,exright
2021-10-20,0.99316629,,0.80290367,65.85,65.4,除息,exright
2022-01-19,0.99304207,,0.80842824,61.8,61.37,除息,exright
2022-04-21,0.99219601,,0.81409264,55.1,54.67,除息,exright
2022-07-19,0.99128065,,0.82049578,55.05,54.57,除息,exright
2022-10-20,0.98996063,,0.82771289,50.8,50.29,除息,exright
2023-01-31,0.98971963,,0.83610688,53.5,52.95,除息,exright
2023-04-26,0.98992537,,0.84479165,53.6,53.06,除息,exright
2023-07-19,0.98935361,,0.85338923,52.6,52.04,除息,exright
2023-10-24,0.98740393,,0.86257251,46.84,46.25,除息,exright
2024-01-18,0.98879552,,0.87357614,53.55,52.95,除息,exright
2024-04-23,0.98832685,,0.88347502,51.4,50.8,除息,exright
2024-07-17,0.98825722,,0.89390977,53.65,53.02,除息,exright
2024-10-22,0.98879552,,0.90453148,53.55,52.95,除息,exright
2025-01-16,0.98775913,,0.91478113,50.65,50.03,除息,exright
2025-04-22,0.98748739,,0.92611761,49.55,48.93,除息,exright
2025-07-17,0.98715962,,0.93785260,45.17,44.59,除息,exright
2025-10-21,0.98820000,,0.95005162,50,49.41,除息,exright
2026-01-20,0.98751007,,0.96139610,49.64,49.02,除息,exright
2026-04-21,0.98677787,,0.97355574,49.16,48.51,除息,exright
2026-07-21,0.98660070,,0.98660070,48.51,47.86,除息,exright
