date,factor,cum_factor,pre_close,ref_price,kind,event
2015-08-28,0.98076923,0.73314929,26,25.5,除息,exright
2017-08-25,0.98529412,0.74752477,34,33.5,除息,exright
2018-08-28,0.96219282,0.75868186,26.45,25.45,除息,exright
2019-07-04,0.96724891,0.78849254,45.8,44.3,除息,exright
2020-06-24,0.97047970,0.81519093,27.1,26.3,除息,exright
2021-06-25,0.96233522,0.83998761,26.55,25.55,除息,exright
2022-06-24,0.93587174,0.87286384,24.95,23.35,除息,exright
2023-06-28,0.98769988,0.93267464,40.65,40.15,除息,exright
2023-10-17,0.96649746,0.94428952,78.8,76.16,除權,exright
2024-03-11,0.99585062,0.97702224,120.5,120,除息,exright
2026-01-20,0.98109317,0.98109317,402.5,394.89,除權,exright
