date,factor,cum_factor,pre_close,ref_price,kind
2015-07-10,0.94915254,0.55944449,11.8,11.2,息
2016-07-14,0.95495495,0.58941473,11.1,10.6,息
2017-07-06,0.96047431,0.61721732,12.65,12.15,息
2018-07-13,0.94982079,0.64261721,13.95,13.25,息
2019-07-05,0.96610169,0.67656679,14.75,14.25,息
2020-07-07,0.94750656,0.70030598,19.05,18.05,息
2021-08-27,0.93927126,0.73910409,24.7,23.2,息
2022-07-14,0.92830189,0.78689100,26.5,24.6,息
2023-07-13,0.96721311,0.84766713,67.1,64.9,息
2024-07-11,0.96480938,0.87640161,68.2,65.8,息
2025-07-10,0.95555556,0.90836763,58.5,55.9,息
2026-07-09,0.95061728,0.95061728,56.7,53.9,息
