date,factor,cum_factor,pre_close,ref_price,kind,event
2015-07-07,0.98936170,0.73573774,47,46.5,除息,exright
2016-07-06,0.98933902,0.74364890,46.9,46.4,除息,exright
2017-07-27,0.99069149,0.75166236,37.6,37.25,除息,exright
2018-07-05,0.97492163,0.75872496,31.9,31.1,除息,exright
2019-07-17,0.94271186,0.77824200,29.5,27.81,除權息,exright
2020-08-25,0.96737589,0.82553538,35.25,34.1,除權息,exright
2021-09-10,0.96386037,0.85337602,24.35,23.47,除權息,exright
2022-07-20,0.98622047,0.88537307,25.4,25.05,除息,exright
2023-07-06,0.99448947,0.89774355,30.85,30.68,除息,exright
2024-08-21,0.96452991,0.90271801,23.4,22.57,除權息,exright
2025-08-20,0.97513228,0.93591500,18.9,18.43,除權息,exright
2026-01-14,0.95978261,0.95978261,36.8,35.32,除權,exright
