date,factor,cum_factor,pre_close,ref_price,kind
2015-08-11,0.96548223,0.71550497,197,190.2,息
2016-08-09,0.96283784,0.74108559,148,142.5,息
2017-08-09,0.97333333,0.76968890,150,146,息
2018-08-09,0.98611111,0.79077626,144,142,息
2019-08-08,0.98143236,0.80191396,188.5,185,息
2020-08-13,0.98336634,0.81708530,252.5,248.3,息
2021-08-05,0.97935103,0.83090632,339,332,息
2022-08-11,0.96566524,0.84842543,233,225,息
2023-08-10,0.96721311,0.87859166,213.5,206.5,息
2024-08-08,0.97540984,0.90837443,244,238,息
2025-08-07,0.96581197,0.93127463,117,113,息
2026-08-06,0.96424010,0.96424010,78.3,75.5,息
