date,factor,cum_factor,pre_close,ref_price,kind
2015-08-25,0.91555556,0.62558930,18,16.48,息
2016-08-25,0.96332180,0.68328928,28.9,27.84,息
2017-07-28,0.97241379,0.70930533,36.25,35.25,息
2018-07-18,0.96883117,0.72942746,30.8,29.84,息
2019-08-30,0.96072144,0.75289430,24.95,23.97,息
2020-07-17,0.97126437,0.78367596,17.4,16.9,息
2021-08-25,0.98857143,0.80686164,31.5,31.14,息
2022-07-19,0.91459075,0.81618952,28.1,25.7,息
2023-06-29,0.95955056,0.89240955,26.7,25.62,息
2024-07-04,0.97632135,0.93002869,23.65,23.09,息
2025-07-01,0.96490251,0.95258460,17.95,17.32,息
2026-06-24,0.98723404,0.98723404,21.15,20.88,息
