date,factor,cum_factor,pre_close,ref_price,kind
2015-07-13,0.95708155,0.59554864,11.65,11.15,息
2016-08-05,0.99363636,0.62225486,11,10.93,息
2017-07-17,0.95238095,0.62624002,16.8,16,息
2018-06-27,0.95197740,0.65755202,17.7,16.85,息
2019-07-09,0.95789474,0.69072230,12.35,11.83,息
2020-06-30,0.94485050,0.72108372,15.05,14.22,息
2021-07-02,0.95907928,0.76317229,19.55,18.75,息
2022-06-24,0.94505495,0.79573431,18.2,17.2,息
2023-07-11,0.95893720,0.84199793,20.7,19.85,息
2024-07-17,0.96566524,0.87805326,23.3,22.5,息
2025-07-17,0.94535519,0.90927293,18.3,17.3,息
2026-07-20,0.96183206,0.96183206,26.2,25.2,息
