date,factor,factor_official,cum_factor,pre_close,ref_price,kind,event
2015-02-05,0.98687355,,0.14841487,28.7,28.32,權,exright
2015-09-07,0.85307183,,0.15038894,27.3,23.28,息,exright
2016-08-22,0.86920467,,0.17629106,38.3,33.29,息,exright
2017-09-11,0.89282215,,0.20281882,47.35,42.27,息,exright
2018-07-18,0.93900328,,0.22716598,58,54.46,息,exright
2019-11-04,0.88304094,,0.24192245,68.4,60.4,息,exright
2020-09-24,0.81081081,,0.27396516,74,60,權息,exright
2021-09-24,0.94024057,,0.33789037,59.8,56.22,權息,exright
2022-09-26,0.84541062,,0.35936587,72,60.86,權息,exright
2023-09-26,0.99352751,,0.42507848,92.7,92.1,息,exright
2024-09-26,0.44313427,,0.42784772,119.5,52.95,權息,exright
2025-09-25,0.93517018,,0.96550359,30.85,28.85,息,exright
2025-11-24,1.07866473,,1.03243624,34.45,37.16,退還股款,reduce
2026-09-23,0.95714286,,0.95714286,35,33.5,息,exright
