date,factor,factor_official,cum_factor,pre_close,ref_price,kind,event
2015-07-20,0.95811518,,0.59667163,57.3,54.9,除息,exright
2015-10-22,0.98850575,,0.62275564,60.9,60.2,除權,exright
2016-07-14,0.95276074,,0.62999698,65.2,62.12,除息,exright
2017-07-13,0.95997712,,0.66123315,63.9,61.34,息,exright
2018-07-25,0.94854380,,0.68880095,61.6,58.43,息,exright
2019-07-16,0.95716639,,0.72616673,60.7,58.1,息,exright
2019-11-27,0.99075117,,0.75866300,52,51.51,權,exright
2020-07-29,0.95153061,,0.76574525,39.2,37.3,息,exright
2021-08-09,0.95307263,,0.80475104,44.75,42.65,息,exright
2022-07-22,0.95043103,,0.84437536,46.4,44.1,息,exright
2023-07-10,0.97941176,,0.88841307,136,133.2,息,exright
2024-07-10,0.96168582,,0.90708842,130.5,125.5,息,exright
2024-11-14,0.98180588,,0.94322741,163.5,160.52,權,exright
2025-07-18,0.99289873,,0.96070661,209,207.51,息,exright
2026-07-09,0.97614387,,0.96757764,343,334.81,權息,exright
2026-08-25,0.99122442,,0.99122442,318.5,315.7,權,exright
