date,factor,factor_official,cum_factor,pre_close,ref_price,kind,event
2019-10-21,0.99119639,,0.74452648,44.3,43.91,除息,exright
2020-01-30,0.99237155,,0.75113922,44.57,44.23,除息,exright
2020-04-22,0.99222222,,0.75691329,45,44.65,除息,exright
2020-07-21,0.99200673,,0.76284654,47.54,47.16,除息,exright
2020-10-23,0.99238181,,0.76899331,44.63,44.29,除息,exright
2021-01-22,0.99101527,,0.77489663,44.52,44.12,除息,exright
2021-04-22,0.99027710,,0.78192198,41.14,40.74,除息,exright
2021-07-21,0.99079825,,0.78959917,43.47,43.07,除息,exright
2021-10-21,0.98347498,,0.79693234,42.36,41.66,除息,exright
2022-01-21,0.99112126,,0.81032295,39.42,39.07,除息,exright
2022-04-25,0.99059561,,0.81758205,35.09,34.76,除息,exright
2022-07-21,0.99028840,,0.82534391,33.98,33.65,除息,exright
2022-10-21,0.98936856,,0.83343792,31.04,30.71,除息,exright
2023-02-02,0.98999428,,0.84239378,34.98,34.63,除息,exright
2023-04-25,0.98969679,,0.85090772,33.97,33.62,除息,exright
2023-07-21,0.98743792,,0.85976607,34.23,33.8,除息,exright
2023-10-23,0.98705920,,0.87070392,30.91,30.51,除息,exright
2024-01-22,0.98741779,,0.88211925,34.97,34.53,除息,exright
2024-04-22,0.98850905,,0.89335969,34.81,34.41,除息,exright
2024-07-19,0.98895333,,0.90374457,36.21,35.81,除息,exright
2024-10-22,0.98872387,,0.91383946,36.36,35.95,除息,exright
2025-01-22,0.98951247,,0.92426155,35.28,34.91,除息,exright
2025-04-23,0.98838594,,0.93405751,33.58,33.19,除息,exright
2025-07-21,0.98830594,,0.94503317,31.64,31.27,除息,exright
2025-10-23,0.98914286,,0.95621521,35,34.62,除息,exright
2026-01-22,0.98888889,,0.96671093,35.1,34.71,除息,exright
2026-04-22,0.98930945,,0.97757285,34.61,34.24,除息,exright
2026-07-21,0.98813657,,0.98813657,34.56,34.15,除息,exright
