date,factor,cum_factor,pre_close,ref_price,kind
2015-08-24,0.92619926,0.55027760,40.65,37.65,息
2016-08-19,0.97000000,0.59412443,110,106.7,息
2017-08-28,0.95781893,0.61249941,97.2,93.1,息
2018-08-31,0.97738288,0.63947307,61.9,60.5,息
2019-08-28,0.92766727,0.65427079,55.3,51.3,息
2020-08-28,0.96977330,0.70528606,39.7,38.5,息
2021-09-14,0.94967880,0.72726900,46.7,44.35,息
2022-08-24,0.94526796,0.76580524,43.85,41.45,息
2023-08-24,0.94124847,0.81014619,40.85,38.45,息
2024-07-29,0.95423341,0.86071448,43.7,41.7,息
2025-08-04,0.94394904,0.90199575,39.25,37.05,息
2026-08-03,0.95555556,0.95555556,33.75,32.25,息
