date,factor,cum_factor,pre_close,ref_price,kind
2015-07-20,0.95771670,0.55508805,94.6,90.6,息
2016-07-20,0.95833333,0.57959525,96,92,息
2017-07-20,0.96195652,0.60479504,92,88.5,息
2018-07-20,0.95580110,0.62871349,90.5,86.5,息
2019-07-18,0.95550612,0.65778694,89.9,85.9,息
2020-07-23,0.95525727,0.68841730,89.4,85.4,息
2021-07-27,0.94866530,0.72066167,97.4,92.4,息
2022-06-22,0.95260664,0.75965852,105.5,100.5,息
2023-06-20,0.95780591,0.79745247,118.5,113.5,息
2024-06-24,0.96162362,0.83258254,135.5,130.3,息
2025-06-24,0.95611814,0.86580916,118.5,113.3,息
2026-06-24,0.95086207,0.90554621,116,110.3,息
2026-08-31,0.95234234,0.95234234,111,105.71,權
