date,factor,cum_factor,pre_close,ref_price,kind,event
2015-08-04,0.94704992,0.37496791,66.1,62.6,除息,exright
2016-08-02,0.94573991,0.39593257,66.9,63.27,除息,exright
2017-08-01,0.93840830,0.41864847,57.8,54.24,除息,exright
2018-08-23,0.93738490,0.44612614,54.3,50.9,除息,exright
2019-08-20,0.93859649,0.47592631,51.3,48.15,除息,exright
2020-08-03,0.93469786,0.50706168,51.3,47.95,除息,exright
2021-08-02,0.93530499,0.54248726,54.1,50.6,除息,exright
2022-07-13,0.93485915,0.58001108,56.8,53.1,除息,exright
2023-07-11,0.97519685,0.62042617,127,123.85,除息,exright
2023-08-28,0.90907489,0.63620608,113.5,103.18,除權,exright
2024-04-18,0.94981413,0.69983902,134.5,127.75,除息,exright
2024-08-26,0.90912621,0.73681682,103,93.64,除權,exright
2025-04-18,0.95257143,0.81046703,87.5,83.35,除息,exright
2025-09-01,0.90911458,0.85082021,76.8,69.82,除權,exright
2026-04-23,0.93587786,0.93587786,65.5,61.3,除息,exright
