date,factor,factor_official,cum_factor,pre_close,ref_price,kind,event
2015-08-27,0.99157895,,0.72758736,38,37.68,息,exright
2016-08-22,0.99179367,,0.73376645,42.65,42.3,息,exright
2017-07-05,0.98890229,,0.73983780,41.45,40.99,息,exright
2018-07-04,0.92089077,,0.74814044,47.15,43.42,息,exright
2019-07-11,0.97966507,,0.81240953,41.8,40.95,息,exright
2020-08-06,0.97703789,,0.82927273,43.55,42.55,息,exright
2021-08-05,0.97569866,,0.84876211,41.15,40.15,息,exright
2022-08-11,0.97542998,,0.86990188,40.7,39.7,息,exright
2023-08-24,0.96527778,,0.89181377,43.2,41.7,息,exright
2024-07-11,0.97535934,,0.92389340,48.7,47.5,息,exright
2025-07-24,0.97395833,,0.94723387,57.6,56.1,息,exright
2026-08-06,0.97256098,,0.97256098,65.6,63.8,息,exright
