date,factor,cum_factor,pre_close,ref_price,kind
2018-01-25,0.98804400,0.72824837,20.91,20.66,息
2018-07-26,0.98559770,0.73706067,20.83,20.53,息
2019-01-17,0.98613175,0.74783116,20.19,19.91,息
2019-07-17,0.97923396,0.75834813,21.67,21.22,息
2020-01-30,0.98943985,0.77442997,21.78,21.55,息
2020-07-20,0.98726501,0.78269534,16.49,16.28,息
2021-01-19,0.98994975,0.79279154,17.91,17.73,息
2021-07-16,0.98622725,0.80084018,20.33,20.05,息
2022-01-18,0.98714286,0.81202399,21,20.73,息
2022-07-18,0.98527316,0.82260028,21.05,20.74,息
2023-01-30,0.98693105,0.83489565,22.19,21.9,息
2023-07-18,0.98578199,0.84595135,21.1,20.8,息
2024-01-17,0.98617512,0.85815257,21.7,21.4,息
2024-07-16,0.97251145,0.87018274,24.01,23.35,息
2025-01-17,0.97204473,0.89477892,25.04,24.34,息
2025-07-16,0.97225951,0.92051208,22.35,21.73,息
2026-01-20,0.97289408,0.94677612,23.98,23.33,息
2026-07-16,0.97315436,0.97315436,25.33,24.65,息
