date,factor,cum_factor,pre_close,ref_price,kind,event
2015-08-11,0.96363636,0.52193708,110,106,除息,exright
2016-07-12,0.96153846,0.54163281,130,125,除息,exright
2017-07-24,0.96721311,0.56329813,122,118,除息,exright
2017-12-05,0.98673036,0.58239298,94.2,92.95,除權,exright
2018-07-26,0.93518519,0.59022505,54,50.5,除息,exright
2019-07-18,0.95588235,0.63113174,68,65,除息,exright
2020-07-27,0.93788820,0.66026090,48.3,45.3,除息,exright
2021-09-13,0.95092025,0.70398678,40.75,38.75,除息,exright
2022-07-26,0.96305419,0.74032158,40.6,39.1,除息,exright
2023-07-13,0.91304348,0.76872267,46,42,除息,exright
2024-07-11,0.95173745,0.84193435,51.8,49.3,除息,exright
2025-07-15,0.93377483,0.88462879,45.3,42.3,除息,exright
2026-07-15,0.94736842,0.94736842,28.5,27,除息,exright
