date,factor,cum_factor,pre_close,ref_price,kind
2016-08-25,0.93574297,0.65707594,12.45,11.65,息
2017-07-10,0.96791444,0.70219703,9.35,9.05,息
2018-07-10,0.94759825,0.72547428,11.45,10.85,息
2019-07-11,0.97379913,0.76559268,11.45,11.15,息
2020-07-13,0.95049505,0.78619158,10.1,9.6,息
2021-09-02,0.96178344,0.82713906,15.7,15.1,息
2022-07-11,0.96202532,0.86000551,15.8,15.2,息
2023-07-12,0.96855346,0.89395310,15.9,15.4,息
2024-08-08,0.97757848,0.92297755,22.3,21.8,息
2025-08-14,0.96503497,0.94414676,14.3,13.8,息
2026-08-13,0.97835498,0.97835498,11.55,11.3,息
