date,factor,cum_factor,pre_close,ref_price,kind,event
2018-08-24,0.99264214,0.54557757,14.95,14.84,除息,exright
2019-08-23,0.98826979,0.54962161,17.05,16.85,除息,exright
2020-08-24,0.98701299,0.55614531,15.4,15.2,除息,exright
2021-09-03,0.98674189,0.56346301,35.45,34.98,除息,exright
2021-11-23,0.94917582,0.57103384,36.4,34.55,除權,exright
2022-09-14,0.90786517,0.60161018,40.05,36.36,除權息,exright
2023-09-04,0.90430769,0.66266468,65,58.78,除權息,exright
2024-09-06,0.87550388,0.73278673,64.5,56.47,除權息,exright
2025-07-24,0.84949900,0.83698856,49.9,42.39,除權息,exright
2026-08-10,0.98527316,0.98527316,21.05,20.74,除息,exright
