date,factor,factor_official,cum_factor,pre_close,ref_price,kind,event
2019-10-22,0.98952381,,0.68252071,42,41.56,除息,exright
2020-01-30,0.99106093,,0.68974662,42.51,42.13,除息,exright
2020-04-22,0.99036201,,0.69596793,42.54,42.13,除息,exright
2020-07-20,0.99226177,,0.70274094,45.23,44.88,除息,exright
2020-10-23,0.99197545,,0.70822132,42.37,42.03,除息,exright
2021-01-21,0.99266793,,0.71395045,42.28,41.97,除息,exright
2021-04-22,0.99119497,,0.71922385,39.75,39.4,除息,exright
2021-07-20,0.99233533,,0.72561289,41.75,41.43,除息,exright
2021-10-21,0.99202393,,0.73121743,40.12,39.8,除息,exright
2022-01-20,0.99157451,,0.73709657,37.98,37.66,除息,exright
2022-04-22,0.98897592,,0.74335974,34.47,34.09,除息,exright
2022-07-20,0.98662614,,0.75164594,32.9,32.46,除息,exright
2022-10-21,0.98355705,,0.76183461,29.8,29.31,除息,exright
2023-02-01,0.98616957,,0.77457084,33.26,32.8,除息,exright
2023-04-25,0.98620055,,0.78543373,32.61,32.16,除息,exright
2023-07-20,0.98590254,,0.79642394,32.63,32.17,除息,exright
2023-10-23,0.98345712,,0.80781203,29.62,29.13,除息,exright
2024-01-16,0.98659118,,0.82140036,33.56,33.11,除息,exright
2024-04-17,0.98639250,,0.83256406,33.07,32.62,除息,exright
2024-07-16,0.98680739,,0.84404946,34.11,33.66,除息,exright
2024-10-21,0.98730891,,0.85533354,34.67,34.23,除息,exright
2025-01-16,0.98476074,,0.86632819,32.81,32.31,除息,exright
2025-04-17,0.98271527,,0.87973469,31.82,31.27,除息,exright
2025-07-15,0.98124147,,0.89520812,29.32,28.77,除息,exright
2025-10-17,0.98147004,,0.91232194,32.38,31.78,除息,exright
2026-01-16,0.97856705,,0.92954639,32.66,31.96,除息,exright
2026-04-17,0.97496088,,0.94990567,31.95,31.15,除息,exright
2026-07-15,0.97430132,,0.97430132,31.13,30.33,除息,exright
