date,factor,cum_factor,pre_close,ref_price,kind,event
2015-08-27,0.92390746,0.61963572,19.45,17.97,權息,exright
2016-08-23,0.92316076,0.67066860,18.35,16.94,權息,exright
2017-08-22,0.91479290,0.72649166,16.9,15.46,權息,exright
2018-08-28,0.95466667,0.79415971,15,14.32,權息,exright
2019-08-27,0.97000000,0.83187121,15,14.55,息,exright
2020-09-11,0.96750903,0.85759918,13.85,13.4,息,exright
2021-10-06,0.98943662,0.88639915,14.2,14.05,息,exright
2022-09-06,0.99014085,0.89586249,14.2,14.06,息,exright
2023-09-20,0.97763578,0.90478288,15.65,15.3,息,exright
2024-09-19,0.97689769,0.92548053,15.15,14.8,息,exright
2025-09-18,0.97454545,0.94736690,13.75,13.4,息,exright
2026-09-08,0.97211155,0.97211155,12.55,12.2,息,exright
