date,factor,factor_official,cum_factor,pre_close,ref_price,kind,event
2024-11-07,0.99312377,,0.85839576,10.18,10.11,息,exright
2024-12-06,0.99324324,,0.86433915,10.36,10.29,息,exright
2025-01-08,0.99321705,,0.87021901,10.32,10.25,息,exright
2025-02-13,0.99324976,,0.87616197,10.37,10.3,息,exright
2025-03-06,0.99323671,,0.88211647,10.35,10.28,息,exright
2025-04-02,0.99320388,,0.88812310,10.3,10.23,息,exright
2025-05-06,0.99229075,,0.89420019,9.08,9.01,息,exright
2025-06-04,0.99247312,,0.90114736,9.3,9.23,息,exright
2025-07-03,0.99284928,,0.90798163,9.09,9.02,息,exright
2025-08-04,0.99346895,,0.91452111,9.34,9.27,息,exright
2025-09-02,0.99362591,,0.92053316,9.57,9.5,息,exright
2025-10-07,0.99359916,,0.92643835,9.53,9.46,息,exright
2025-11-05,0.99363921,,0.93240654,9.59,9.52,息,exright
2025-12-03,0.99375000,,0.93837535,9.76,9.69,息,exright
2026-01-06,0.99375000,,0.94427708,9.76,9.69,息,exright
2026-02-03,0.99377551,,0.95021593,9.8,9.73,息,exright
2026-03-12,0.99371782,,0.95616758,9.71,9.64,息,exright
2026-04-02,0.99370485,,0.96221238,9.69,9.62,息,exright
2026-05-06,0.99369183,,0.96830802,9.67,9.6,息,exright
2026-06-02,0.99363257,,0.97445505,9.58,9.51,息,exright
2026-07-06,0.99373717,,0.98069959,9.74,9.67,息,exright
2026-08-04,0.99379451,,0.98688026,9.83,9.76,息,exright
2026-09-02,0.99304258,,0.99304258,9.63,9.56,息,exright
