date,factor,factor_official,cum_factor,pre_close,ref_price,kind,event
2015-08-24,0.93719807,,0.47750885,20.7,19.4,息,exright
2016-07-26,0.91976004,,0.50950686,24.9,22.9,息,exright
2017-07-27,0.92905058,,0.55395629,42.25,39.25,息,exright
2018-08-01,0.94645065,,0.59626064,46.65,44.15,息,exright
2019-07-04,0.93460595,,0.62999654,45.85,42.85,息,exright
2020-03-27,0.93861752,,0.67407718,45.55,42.75,息,exright
2021-03-31,0.94630108,,0.71815959,66.8,63.21,息,exright
2022-03-25,0.93657610,,0.75891237,56.6,53.01,息,exright
2023-03-29,0.93194917,,0.81030508,55.6,51.81,息,exright
2024-03-28,0.96659472,,0.86947347,149.5,144.5,息,exright
2025-06-26,0.95032386,,0.89952227,120.5,114.51,息,exright
2026-03-25,0.94654287,,0.94654287,127,120.21,息,exright
